"Gene_ID","GSM7012039","GSM7012040"
"ENSMUSG00000114332",0,0
"ENSMUSG00000114333",1,1
"ENSMUSG00000114334",0,0
"ENSMUSG00000114335",0,0
"ENSMUSG00000114336",0,0
"ENSMUSG00000114337",0,0
"ENSMUSG00000114338",0,0
"ENSMUSG00000114339",0,0
"ENSMUSG00000114340",0,0
"ENSMUSG00000114341",0,0
"ENSMUSG00000114342",0,0
"ENSMUSG00000114343",0,0
"ENSMUSG00000114344",0,0
"ENSMUSG00000114345",0,0
"ENSMUSG00000114346",0,0
"ENSMUSG00000114347",0,0
"ENSMUSG00000114348",0,0
"ENSMUSG00000114349",29,17
"ENSMUSG00000114350",0,0
"ENSMUSG00000114352",0,0
"ENSMUSG00000114353",0,0
"ENSMUSG00000114354",6,3
"ENSMUSG00000114355",0,0
"ENSMUSG00000114356",0,0
"ENSMUSG00000114357",2,0
"ENSMUSG00000114358",0,0
"ENSMUSG00000114359",0,0
"ENSMUSG00000114360",9,4
"ENSMUSG00000114361",0,0
"ENSMUSG00000114362",1,0
"ENSMUSG00000114363",0,0
"ENSMUSG00000114364",0,0
"ENSMUSG00000114365",0,0
"ENSMUSG00000114366",0,0
"ENSMUSG00000114367",0,0
"ENSMUSG00000114368",0,0
"ENSMUSG00000114369",26,21
"ENSMUSG00000114370",0,0
"ENSMUSG00000114371",0,0
"ENSMUSG00000114372",0,0
"ENSMUSG00000114373",0,0
"ENSMUSG00000114374",0,0
"ENSMUSG00000114375",3,1
"ENSMUSG00000114376",0,1
"ENSMUSG00000114377",0,0
"ENSMUSG00000114378",0,0
"ENSMUSG00000114379",0,0
"ENSMUSG00000114380",0,2
"ENSMUSG00000114381",0,0
"ENSMUSG00000114382",0,0
"ENSMUSG00000114383",0,0
"ENSMUSG00000114384",0,0
"ENSMUSG00000114385",0,0
"ENSMUSG00000114386",0,0
"ENSMUSG00000114387",1,1
"ENSMUSG00000114388",0,0
"ENSMUSG00000114389",0,0
"ENSMUSG00000114390",0,0
"ENSMUSG00000114391",0,0
"ENSMUSG00000114392",0,0
"ENSMUSG00000114393",3,2
"ENSMUSG00000114394",0,0
"ENSMUSG00000114395",0,0
"ENSMUSG00000114396",0,0
"ENSMUSG00000114397",0,0
"ENSMUSG00000114398",0,0
"ENSMUSG00000114399",3,1
"ENSMUSG00000114400",0,0
"ENSMUSG00000114401",21,14
"ENSMUSG00000114402",0,0
"ENSMUSG00000114403",2,0
"ENSMUSG00000114404",4,0
"ENSMUSG00000114405",0,0
"ENSMUSG00000114406",0,0
"ENSMUSG00000114407",0,3
"ENSMUSG00000114408",0,0
"ENSMUSG00000114409",6,2
"ENSMUSG00000114410",0,0
"ENSMUSG00000114411",0,0
"ENSMUSG00000114412",0,0
"ENSMUSG00000114413",0,0
"ENSMUSG00000114414",0,0
"ENSMUSG00000114415",0,0
"ENSMUSG00000114416",0,2
"ENSMUSG00000114417",0,0
"ENSMUSG00000114418",3,5
"ENSMUSG00000114419",17,11
"ENSMUSG00000114420",0,0
"ENSMUSG00000114421",0,0
"ENSMUSG00000114422",0,2
"ENSMUSG00000114423",0,0
"ENSMUSG00000114424",4,10
"ENSMUSG00000114425",1,4
"ENSMUSG00000114426",0,0
"ENSMUSG00000114427",0,0
"ENSMUSG00000114428",0,0
"ENSMUSG00000114429",0,0
"ENSMUSG00000114430",0,0
"ENSMUSG00000114431",55,58
"ENSMUSG00000114432",0,0
"ENSMUSG00000114433",21,16
"ENSMUSG00000114434",0,0
"ENSMUSG00000114435",0,0
"ENSMUSG00000114436",0,0
"ENSMUSG00000114437",4,0
"ENSMUSG00000114438",0,0
"ENSMUSG00000114439",0,1
"ENSMUSG00000114440",2,1
"ENSMUSG00000114441",0,0
"ENSMUSG00000114442",3,2
"ENSMUSG00000114443",0,0
"ENSMUSG00000114444",0,0
"ENSMUSG00000114445",0,0
"ENSMUSG00000114446",6,10
"ENSMUSG00000114447",0,0
"ENSMUSG00000114448",201,182
"ENSMUSG00000114449",0,0
"ENSMUSG00000114450",0,0
"ENSMUSG00000114451",0,0
"ENSMUSG00000114452",1,9
"ENSMUSG00000114453",0,0
"ENSMUSG00000114454",0,0
"ENSMUSG00000114455",0,0
"ENSMUSG00000114456",22,22
"ENSMUSG00000114457",11,7
"ENSMUSG00000114458",0,0
"ENSMUSG00000114459",0,0
"ENSMUSG00000114460",0,0
"ENSMUSG00000114461",0,0
"ENSMUSG00000114462",0,0
"ENSMUSG00000114463",0,1
"ENSMUSG00000114464",0,0
"ENSMUSG00000114465",0,0
"ENSMUSG00000114466",0,0
"ENSMUSG00000114467",0,0
"ENSMUSG00000114468",0,0
"ENSMUSG00000114469",1,2
"ENSMUSG00000114470",3,3
"ENSMUSG00000114471",0,0
"ENSMUSG00000114472",0,1
"ENSMUSG00000114473",0,0
"ENSMUSG00000114474",2,6
"ENSMUSG00000114475",0,0
"ENSMUSG00000114476",0,0
"ENSMUSG00000114477",11,8
"ENSMUSG00000114478",0,0
"ENSMUSG00000114479",0,1
"ENSMUSG00000114480",3,0
"ENSMUSG00000114481",0,0
"ENSMUSG00000114482",0,0
"ENSMUSG00000114483",1,0
"ENSMUSG00000114484",0,0
"ENSMUSG00000114485",0,0
"ENSMUSG00000114486",0,0
"ENSMUSG00000114487",0,0
"ENSMUSG00000114488",0,2
"ENSMUSG00000114489",0,0
"ENSMUSG00000114490",0,0
"ENSMUSG00000114491",0,0
"ENSMUSG00000114492",1,0
"ENSMUSG00000114493",1,2
"ENSMUSG00000114494",0,0
"ENSMUSG00000114495",0,0
"ENSMUSG00000114496",0,0
"ENSMUSG00000114497",0,0
"ENSMUSG00000114498",0,5
"ENSMUSG00000114499",0,0
"ENSMUSG00000114500",2,1
"ENSMUSG00000114501",226,212
"ENSMUSG00000114502",0,0
"ENSMUSG00000114503",26,33
"ENSMUSG00000114504",0,0
"ENSMUSG00000114505",0,0
"ENSMUSG00000114506",0,0
"ENSMUSG00000114507",0,0
"ENSMUSG00000114508",0,0
"ENSMUSG00000114509",0,0
"ENSMUSG00000114510",0,0
"ENSMUSG00000114511",0,0
"ENSMUSG00000114512",0,0
"ENSMUSG00000114513",0,0
"ENSMUSG00000114514",0,0
"ENSMUSG00000114515",22,32
"ENSMUSG00000114516",3,3
"ENSMUSG00000114517",0,0
"ENSMUSG00000114518",0,0
"ENSMUSG00000114519",0,0
"ENSMUSG00000114520",0,0
"ENSMUSG00000114521",0,3
"ENSMUSG00000114522",0,0
"ENSMUSG00000114523",0,0
"ENSMUSG00000114524",13,17
"ENSMUSG00000114525",0,0
"ENSMUSG00000114526",5,11
"ENSMUSG00000114527",0,0
"ENSMUSG00000114528",0,0
"ENSMUSG00000114529",11,12
"ENSMUSG00000114530",0,0
"ENSMUSG00000114531",5,16
"ENSMUSG00000114532",1,0
"ENSMUSG00000114533",0,1
"ENSMUSG00000114534",0,0
"ENSMUSG00000114535",125,116
"ENSMUSG00000114536",0,0
"ENSMUSG00000114537",0,0
"ENSMUSG00000114538",1,0
"ENSMUSG00000114539",29,29
"ENSMUSG00000114540",5,5
"ENSMUSG00000114541",0,0
"ENSMUSG00000114542",0,0
"ENSMUSG00000114543",0,0
"ENSMUSG00000114544",1,0
"ENSMUSG00000114545",0,0
"ENSMUSG00000114546",0,0
"ENSMUSG00000114547",9,19
"ENSMUSG00000114548",0,0
"ENSMUSG00000114549",0,0
"ENSMUSG00000114550",0,0
"ENSMUSG00000114551",1,0
"ENSMUSG00000114552",0,2
"ENSMUSG00000114553",0,0
"ENSMUSG00000114554",0,0
"ENSMUSG00000114555",28,34
"ENSMUSG00000114556",0,0
"ENSMUSG00000114557",0,0
"ENSMUSG00000114558",1,0
"ENSMUSG00000114559",0,0
"ENSMUSG00000114560",0,0
"ENSMUSG00000114561",0,0
"ENSMUSG00000114562",0,0
"ENSMUSG00000114563",1,1
"ENSMUSG00000114564",0,0
"ENSMUSG00000114565",0,0
"ENSMUSG00000114566",4,7
"ENSMUSG00000114567",0,0
"ENSMUSG00000114568",0,0
"ENSMUSG00000114569",0,0
"ENSMUSG00000114570",0,0
"ENSMUSG00000114571",0,1
"ENSMUSG00000114572",2,0
"ENSMUSG00000114573",0,0
"ENSMUSG00000114574",0,0
"ENSMUSG00000114575",34,29
"ENSMUSG00000114576",0,0
"ENSMUSG00000114577",0,0
"ENSMUSG00000114578",0,0
"ENSMUSG00000114579",13,13
"ENSMUSG00000114580",0,0
"ENSMUSG00000114581",0,0
"ENSMUSG00000114582",0,0
"ENSMUSG00000114583",0,0
"ENSMUSG00000114584",169,197
"ENSMUSG00000114585",0,0
"ENSMUSG00000114586",0,0
"ENSMUSG00000114587",0,0
"ENSMUSG00000114588",0,0
"ENSMUSG00000114589",0,0
"ENSMUSG00000114590",0,2
"ENSMUSG00000114591",0,0
"ENSMUSG00000114592",0,0
"ENSMUSG00000114593",0,1
"ENSMUSG00000114594",0,0
"ENSMUSG00000114595",0,0
"ENSMUSG00000114596",0,0
"ENSMUSG00000114597",0,0
"ENSMUSG00000114598",79,66
"ENSMUSG00000114599",0,0
"ENSMUSG00000114600",0,0
"ENSMUSG00000114601",0,0
"ENSMUSG00000114602",24,31
"ENSMUSG00000114603",1,1
"ENSMUSG00000114604",0,0
"ENSMUSG00000114605",9,7
"ENSMUSG00000114606",0,0
"ENSMUSG00000114607",0,3
"ENSMUSG00000114608",0,1
"ENSMUSG00000114609",0,0
"ENSMUSG00000114610",5,4
"ENSMUSG00000114611",0,0
"ENSMUSG00000114612",0,0
"ENSMUSG00000114613",0,0
"ENSMUSG00000114614",0,0
"ENSMUSG00000114615",0,0
"ENSMUSG00000114616",0,0
"ENSMUSG00000114617",37,35
"ENSMUSG00000114618",0,0
"ENSMUSG00000114619",0,0
"ENSMUSG00000114620",0,0
"ENSMUSG00000114621",13,11
"ENSMUSG00000114622",3,2
"ENSMUSG00000114623",2,8
"ENSMUSG00000114624",63,52
"ENSMUSG00000114625",0,0
"ENSMUSG00000114626",6,12
"ENSMUSG00000114627",0,0
"ENSMUSG00000114628",0,0
"ENSMUSG00000114629",0,0
"ENSMUSG00000114630",0,0
"ENSMUSG00000114631",0,0
"ENSMUSG00000114632",0,0
"ENSMUSG00000114633",0,0
"ENSMUSG00000114634",0,0
"ENSMUSG00000114635",0,0
"ENSMUSG00000114636",0,1
"ENSMUSG00000114637",9,9
"ENSMUSG00000114638",1,3
"ENSMUSG00000114639",5,2
"ENSMUSG00000114640",5,3
"ENSMUSG00000114641",0,0
"ENSMUSG00000114642",0,1
"ENSMUSG00000114643",0,0
"ENSMUSG00000114644",0,0
"ENSMUSG00000114645",0,0
"ENSMUSG00000114646",0,0
"ENSMUSG00000114647",0,0
"ENSMUSG00000114648",0,3
"ENSMUSG00000114649",4,7
"ENSMUSG00000114650",0,0
"ENSMUSG00000114651",0,0
"ENSMUSG00000114652",0,0
"ENSMUSG00000114653",16,19
"ENSMUSG00000114654",0,0
"ENSMUSG00000114655",0,1
"ENSMUSG00000114656",0,0
"ENSMUSG00000114657",0,0
"ENSMUSG00000114658",0,0
"ENSMUSG00000114659",0,0
"ENSMUSG00000114660",0,0
"ENSMUSG00000114661",0,0
"ENSMUSG00000114662",1,3
"ENSMUSG00000114663",0,0
"ENSMUSG00000114664",8,3
"ENSMUSG00000114665",2,0
"ENSMUSG00000114666",0,0
"ENSMUSG00000114667",0,0
"ENSMUSG00000114668",0,0
"ENSMUSG00000114669",0,0
"ENSMUSG00000114670",0,0
"ENSMUSG00000114671",0,0
"ENSMUSG00000114672",0,0
"ENSMUSG00000114673",0,0
"ENSMUSG00000114674",0,0
"ENSMUSG00000114675",0,0
"ENSMUSG00000114676",0,0
"ENSMUSG00000114677",0,0
"ENSMUSG00000114678",0,0
"ENSMUSG00000114679",0,0
"ENSMUSG00000114680",1,1
"ENSMUSG00000114681",1,6
"ENSMUSG00000114682",0,0
"ENSMUSG00000114683",0,0
"ENSMUSG00000114684",0,0
"ENSMUSG00000114685",0,0
"ENSMUSG00000114686",0,0
"ENSMUSG00000114687",8,4
"ENSMUSG00000114688",0,0
"ENSMUSG00000114689",2,2
"ENSMUSG00000114690",3,1
"ENSMUSG00000114691",0,1
"ENSMUSG00000114692",0,0
"ENSMUSG00000114693",1,0
"ENSMUSG00000114694",0,0
"ENSMUSG00000114695",0,0
"ENSMUSG00000114696",0,0
"ENSMUSG00000114697",0,0
"ENSMUSG00000114698",0,0
"ENSMUSG00000114699",0,0
"ENSMUSG00000114700",0,0
"ENSMUSG00000114701",0,0
"ENSMUSG00000114702",1,0
"ENSMUSG00000114703",0,0
"ENSMUSG00000114704",0,0
"ENSMUSG00000114705",2,2
"ENSMUSG00000114706",0,0
"ENSMUSG00000114707",18,15
"ENSMUSG00000114708",0,2
"ENSMUSG00000114709",43,29
"ENSMUSG00000114710",0,0
"ENSMUSG00000114711",0,0
"ENSMUSG00000114712",0,0
"ENSMUSG00000114713",0,0
"ENSMUSG00000114714",0,0
"ENSMUSG00000114715",3,10
"ENSMUSG00000114717",0,0
"ENSMUSG00000114718",0,0
"ENSMUSG00000114719",0,0
"ENSMUSG00000114720",0,0
"ENSMUSG00000114721",0,3
"ENSMUSG00000114722",0,2
"ENSMUSG00000114723",1,4
"ENSMUSG00000114724",0,0
"ENSMUSG00000114725",0,0
"ENSMUSG00000114726",0,0
"ENSMUSG00000114727",0,0
"ENSMUSG00000114728",0,0
"ENSMUSG00000114729",0,0
"ENSMUSG00000114730",0,0
"ENSMUSG00000114731",0,0
"ENSMUSG00000114732",0,0
"ENSMUSG00000114733",4,4
"ENSMUSG00000114734",16,8
"ENSMUSG00000114735",0,0
"ENSMUSG00000114736",0,0
"ENSMUSG00000114737",3,0
"ENSMUSG00000114738",0,0
"ENSMUSG00000114739",0,0
"ENSMUSG00000114740",0,0
"ENSMUSG00000114741",0,0
"ENSMUSG00000114742",0,0
"ENSMUSG00000114743",0,1
"ENSMUSG00000114744",0,0
"ENSMUSG00000114745",0,0
"ENSMUSG00000114746",0,0
"ENSMUSG00000114747",0,0
"ENSMUSG00000114748",0,0
"ENSMUSG00000114749",0,0
"ENSMUSG00000114750",0,0
"ENSMUSG00000114751",0,0
"ENSMUSG00000114752",0,1
"ENSMUSG00000114753",0,0
"ENSMUSG00000114754",0,0
"ENSMUSG00000114755",2,4
"ENSMUSG00000114756",0,0
"ENSMUSG00000114757",1,0
"ENSMUSG00000114758",0,0
"ENSMUSG00000114759",2,1
"ENSMUSG00000114760",0,0
"ENSMUSG00000114761",0,0
"ENSMUSG00000114762",0,0
"ENSMUSG00000114763",0,0
"ENSMUSG00000114764",0,0
"ENSMUSG00000114765",3,2
"ENSMUSG00000114766",0,0
"ENSMUSG00000114767",0,0
"ENSMUSG00000114768",0,1
"ENSMUSG00000114769",0,0
"ENSMUSG00000114770",0,0
"ENSMUSG00000114771",26,31
"ENSMUSG00000114772",0,0
"ENSMUSG00000114773",0,0
"ENSMUSG00000114774",1,4
"ENSMUSG00000114775",1,0
"ENSMUSG00000114776",0,0
"ENSMUSG00000114777",0,0
"ENSMUSG00000114778",0,0
"ENSMUSG00000114779",0,0
"ENSMUSG00000114780",1,5
"ENSMUSG00000114781",0,0
"ENSMUSG00000114782",0,0
"ENSMUSG00000114783",0,0
"ENSMUSG00000114784",0,0
"ENSMUSG00000114785",1,0
"ENSMUSG00000114786",0,0
"ENSMUSG00000114787",1,0
"ENSMUSG00000114788",0,0
"ENSMUSG00000114789",1,0
"ENSMUSG00000114790",0,0
"ENSMUSG00000114791",0,0
"ENSMUSG00000114792",0,0
"ENSMUSG00000114793",0,0
"ENSMUSG00000114794",0,0
"ENSMUSG00000114795",0,0
"ENSMUSG00000114796",0,0
"ENSMUSG00000114797",568,543
"ENSMUSG00000114798",0,0
"ENSMUSG00000114799",0,0
"ENSMUSG00000114800",0,0
"ENSMUSG00000114801",0,0
"ENSMUSG00000114802",0,0
"ENSMUSG00000114803",0,0
"ENSMUSG00000114804",0,0
"ENSMUSG00000114805",0,0
"ENSMUSG00000114806",0,0
"ENSMUSG00000114807",0,0
"ENSMUSG00000114808",0,0
"ENSMUSG00000114809",0,0
"ENSMUSG00000114810",0,1
"ENSMUSG00000114811",0,0
"ENSMUSG00000114812",2,2
"ENSMUSG00000114813",0,0
"ENSMUSG00000114814",0,0
"ENSMUSG00000114815",0,0
"ENSMUSG00000114816",0,0
"ENSMUSG00000114817",2,2
"ENSMUSG00000114818",0,0
"ENSMUSG00000114819",0,0
"ENSMUSG00000114820",0,0
"ENSMUSG00000114821",0,0
"ENSMUSG00000114822",0,0
"ENSMUSG00000114823",0,0
"ENSMUSG00000114824",0,0
"ENSMUSG00000114825",0,0
"ENSMUSG00000114826",0,0
"ENSMUSG00000114827",0,0
"ENSMUSG00000114828",0,0
"ENSMUSG00000114829",0,0
"ENSMUSG00000114830",0,7
"ENSMUSG00000114831",0,0
"ENSMUSG00000114832",10,5
"ENSMUSG00000114833",3,15
"ENSMUSG00000114834",0,0
"ENSMUSG00000114835",48,50
"ENSMUSG00000114836",0,0
"ENSMUSG00000114837",0,0
"ENSMUSG00000114838",0,0
"ENSMUSG00000114839",0,0
"ENSMUSG00000114840",0,0
"ENSMUSG00000114841",0,0
"ENSMUSG00000114842",4,7
"ENSMUSG00000114843",0,0
"ENSMUSG00000114844",0,0
"ENSMUSG00000114845",0,0
"ENSMUSG00000114846",0,0
"ENSMUSG00000114847",0,0
"ENSMUSG00000114848",0,0
"ENSMUSG00000114849",0,0
"ENSMUSG00000114850",0,0
"ENSMUSG00000114851",13,14
"ENSMUSG00000114852",0,0
"ENSMUSG00000114853",2,0
"ENSMUSG00000114854",78,95
"ENSMUSG00000114855",0,0
"ENSMUSG00000114856",0,0
"ENSMUSG00000114857",0,2
"ENSMUSG00000114858",2,7
"ENSMUSG00000114859",0,0
"ENSMUSG00000114860",5,2
"ENSMUSG00000114861",0,0
"ENSMUSG00000114862",0,0
"ENSMUSG00000114863",1,0
"ENSMUSG00000114864",0,0
"ENSMUSG00000114865",0,0
"ENSMUSG00000114866",0,0
"ENSMUSG00000114867",0,0
"ENSMUSG00000114868",0,0
"ENSMUSG00000114869",0,0
"ENSMUSG00000114870",0,0
"ENSMUSG00000114871",0,0
"ENSMUSG00000114872",0,0
"ENSMUSG00000114873",0,0
"ENSMUSG00000114874",0,0
"ENSMUSG00000114875",0,1
"ENSMUSG00000114876",0,0
"ENSMUSG00000114877",0,0
"ENSMUSG00000114878",0,0
"ENSMUSG00000114879",0,0
"ENSMUSG00000114880",2,14
"ENSMUSG00000114881",0,0
"ENSMUSG00000114882",0,2
"ENSMUSG00000114883",1,0
"ENSMUSG00000114884",0,0
"ENSMUSG00000114885",1,0
"ENSMUSG00000114886",1,0
"ENSMUSG00000114887",4,3
"ENSMUSG00000114888",2,2
"ENSMUSG00000114889",0,0
"ENSMUSG00000114890",0,0
"ENSMUSG00000114891",0,0
"ENSMUSG00000114892",0,0
"ENSMUSG00000114893",3,5
"ENSMUSG00000114894",0,0
"ENSMUSG00000114895",0,2
"ENSMUSG00000114896",2,2
"ENSMUSG00000114897",0,0
"ENSMUSG00000114898",0,0
"ENSMUSG00000114899",0,0
"ENSMUSG00000114900",0,0
"ENSMUSG00000114901",0,0
"ENSMUSG00000114902",4,3
"ENSMUSG00000114903",5,3
"ENSMUSG00000114904",0,0
"ENSMUSG00000114905",0,0
"ENSMUSG00000114906",0,0
"ENSMUSG00000114907",6,1
"ENSMUSG00000114908",0,0
"ENSMUSG00000114909",0,0
"ENSMUSG00000114910",0,0
"ENSMUSG00000114911",0,0
"ENSMUSG00000114912",0,0
"ENSMUSG00000114913",0,0
"ENSMUSG00000114914",0,0
"ENSMUSG00000114915",0,0
"ENSMUSG00000114916",1,0
"ENSMUSG00000114917",0,0
"ENSMUSG00000114918",0,0
"ENSMUSG00000114919",0,0
"ENSMUSG00000114920",0,2
"ENSMUSG00000114921",0,0
"ENSMUSG00000114922",1,0
"ENSMUSG00000114923",0,0
"ENSMUSG00000114924",0,0
"ENSMUSG00000114925",0,0
"ENSMUSG00000114926",0,0
"ENSMUSG00000114927",0,0
"ENSMUSG00000114928",0,0
"ENSMUSG00000114929",0,0
"ENSMUSG00000114930",0,0
"ENSMUSG00000114931",0,0
"ENSMUSG00000114932",0,0
"ENSMUSG00000114933",0,0
"ENSMUSG00000114934",0,0
"ENSMUSG00000114935",0,0
"ENSMUSG00000114936",0,2
"ENSMUSG00000114937",7,14
"ENSMUSG00000114938",0,0
"ENSMUSG00000114939",0,0
"ENSMUSG00000114940",4,5
"ENSMUSG00000114941",0,0
"ENSMUSG00000114942",0,0
"ENSMUSG00000114943",0,0
"ENSMUSG00000114944",0,0
"ENSMUSG00000114945",1,0
"ENSMUSG00000114946",0,0
"ENSMUSG00000114947",0,0
"ENSMUSG00000114948",0,0
"ENSMUSG00000114949",0,4
"ENSMUSG00000114950",0,0
"ENSMUSG00000114951",0,0
"ENSMUSG00000114952",0,0
"ENSMUSG00000114953",1,5
"ENSMUSG00000114954",0,0
"ENSMUSG00000114955",0,0
"ENSMUSG00000114956",0,0
"ENSMUSG00000114957",0,0
"ENSMUSG00000114958",0,0
"ENSMUSG00000114959",14,16
"ENSMUSG00000114960",0,0
"ENSMUSG00000114961",0,0
"ENSMUSG00000114962",0,0
"ENSMUSG00000114963",0,0
"ENSMUSG00000114964",0,0
"ENSMUSG00000114965",0,0
"ENSMUSG00000114966",0,0
"ENSMUSG00000114967",0,0
"ENSMUSG00000114968",1,3
"ENSMUSG00000114969",0,0
"ENSMUSG00000114970",20,21
"ENSMUSG00000114971",0,0
"ENSMUSG00000114972",0,0
"ENSMUSG00000114973",0,0
"ENSMUSG00000114974",0,0
"ENSMUSG00000114975",0,0
"ENSMUSG00000114976",0,0
"ENSMUSG00000114977",3,1
"ENSMUSG00000114978",0,0
"ENSMUSG00000114979",0,0
"ENSMUSG00000114980",0,0
"ENSMUSG00000114981",1,1
"ENSMUSG00000114982",0,0
"ENSMUSG00000114983",3,4
"ENSMUSG00000114984",0,0
"ENSMUSG00000114985",3,0
"ENSMUSG00000114986",0,0
"ENSMUSG00000114987",0,0
"ENSMUSG00000114988",0,0
"ENSMUSG00000114989",1,1
"ENSMUSG00000114990",0,0
"ENSMUSG00000114991",0,0
"ENSMUSG00000114992",0,0
"ENSMUSG00000114993",3,3
"ENSMUSG00000114994",3,1
"ENSMUSG00000114995",59,63
"ENSMUSG00000114996",81,72
"ENSMUSG00000114997",0,0
"ENSMUSG00000114998",0,0
"ENSMUSG00000114999",2,7
"ENSMUSG00000115000",0,0
"ENSMUSG00000115001",0,0
"ENSMUSG00000115002",0,0
"ENSMUSG00000115003",2,1
"ENSMUSG00000115004",0,0
"ENSMUSG00000115005",8,1
"ENSMUSG00000115006",0,0
"ENSMUSG00000115007",23,24
"ENSMUSG00000115008",0,0
"ENSMUSG00000115009",0,0
"ENSMUSG00000115010",0,0
"ENSMUSG00000115011",0,0
"ENSMUSG00000115012",0,0
"ENSMUSG00000115013",0,0
"ENSMUSG00000115014",0,0
"ENSMUSG00000115015",2,0
"ENSMUSG00000115016",0,0
"ENSMUSG00000115017",26,24
"ENSMUSG00000115018",0,0
"ENSMUSG00000115019",0,0
"ENSMUSG00000115020",0,0
"ENSMUSG00000115021",0,0
"ENSMUSG00000115022",0,0
"ENSMUSG00000115023",0,0
"ENSMUSG00000115024",1,1
"ENSMUSG00000115025",0,1
"ENSMUSG00000115026",2,5
"ENSMUSG00000115027",0,0
"ENSMUSG00000115028",2,0
"ENSMUSG00000115029",0,0
"ENSMUSG00000115030",0,0
"ENSMUSG00000115031",0,0
"ENSMUSG00000115032",0,0
"ENSMUSG00000115033",0,0
"ENSMUSG00000115034",0,0
"ENSMUSG00000115035",0,0
"ENSMUSG00000115036",0,0
"ENSMUSG00000115037",0,0
"ENSMUSG00000115038",0,0
"ENSMUSG00000115039",0,0
"ENSMUSG00000115040",3,6
"ENSMUSG00000115041",28,25
"ENSMUSG00000115042",0,0
"ENSMUSG00000115043",0,0
"ENSMUSG00000115044",47,53
"ENSMUSG00000115045",0,0
"ENSMUSG00000115046",0,0
"ENSMUSG00000115047",0,0
"ENSMUSG00000115048",0,0
"ENSMUSG00000115049",1,1
"ENSMUSG00000115050",0,0
"ENSMUSG00000115051",0,0
"ENSMUSG00000115052",0,0
"ENSMUSG00000115053",0,0
"ENSMUSG00000115054",0,0
"ENSMUSG00000115056",0,0
"ENSMUSG00000115057",0,0
"ENSMUSG00000115058",0,1
"ENSMUSG00000115059",0,0
"ENSMUSG00000115060",2,0
"ENSMUSG00000115061",0,0
"ENSMUSG00000115062",0,2
"ENSMUSG00000115063",0,0
"ENSMUSG00000115064",0,0
"ENSMUSG00000115065",0,0
"ENSMUSG00000115066",0,0
"ENSMUSG00000115067",0,0
"ENSMUSG00000115068",0,0
"ENSMUSG00000115069",0,0
"ENSMUSG00000115070",0,1
"ENSMUSG00000115071",2,2
"ENSMUSG00000115072",0,0
"ENSMUSG00000115073",11,11
"ENSMUSG00000115074",0,0
"ENSMUSG00000115075",0,0
"ENSMUSG00000115076",0,3
"ENSMUSG00000115077",0,0
"ENSMUSG00000115079",0,0
"ENSMUSG00000115080",0,0
"ENSMUSG00000115081",0,0
"ENSMUSG00000115082",0,0
"ENSMUSG00000115083",0,0
"ENSMUSG00000115084",0,0
"ENSMUSG00000115085",0,0
"ENSMUSG00000115086",0,0
"ENSMUSG00000115087",12,9
"ENSMUSG00000115088",1,0
"ENSMUSG00000115089",0,0
"ENSMUSG00000115090",0,0
"ENSMUSG00000115091",0,0
"ENSMUSG00000115092",0,1
"ENSMUSG00000115093",0,0
"ENSMUSG00000115094",0,0
"ENSMUSG00000115095",49,59
"ENSMUSG00000115096",1,0
"ENSMUSG00000115097",0,0
"ENSMUSG00000115098",0,0
"ENSMUSG00000115099",43,33
"ENSMUSG00000115100",15,26
"ENSMUSG00000115101",0,0
"ENSMUSG00000115102",1,5
"ENSMUSG00000115103",0,0
"ENSMUSG00000115104",0,0
"ENSMUSG00000115105",0,0
"ENSMUSG00000115106",0,0
"ENSMUSG00000115107",0,0
"ENSMUSG00000115108",0,0
"ENSMUSG00000115109",1,1
"ENSMUSG00000115110",0,0
"ENSMUSG00000115111",0,0
"ENSMUSG00000115112",0,0
"ENSMUSG00000115113",2,2
"ENSMUSG00000115114",0,0
"ENSMUSG00000115115",0,0
"ENSMUSG00000115116",0,0
"ENSMUSG00000115117",0,0
"ENSMUSG00000115118",0,0
"ENSMUSG00000115119",0,0
"ENSMUSG00000115120",0,0
"ENSMUSG00000115121",0,0
"ENSMUSG00000115122",1,1
"ENSMUSG00000115123",0,0
"ENSMUSG00000115124",11,15
"ENSMUSG00000115125",0,0
"ENSMUSG00000115126",0,0
"ENSMUSG00000115127",5,2
"ENSMUSG00000115128",0,0
"ENSMUSG00000115129",0,0
"ENSMUSG00000115130",0,0
"ENSMUSG00000115131",0,0
"ENSMUSG00000115132",0,0
"ENSMUSG00000115133",0,0
"ENSMUSG00000115134",0,0
"ENSMUSG00000115135",0,0
"ENSMUSG00000115136",0,0
"ENSMUSG00000115137",0,0
"ENSMUSG00000115138",12,31
"ENSMUSG00000115139",0,0
"ENSMUSG00000115140",0,0
"ENSMUSG00000115141",2,4
"ENSMUSG00000115142",0,0
"ENSMUSG00000115143",0,0
"ENSMUSG00000115144",6,1
"ENSMUSG00000115145",0,0
"ENSMUSG00000115146",12,16
"ENSMUSG00000115147",0,0
"ENSMUSG00000115148",65,67
"ENSMUSG00000115149",20,26
"ENSMUSG00000115150",0,0
"ENSMUSG00000115151",4,0
"ENSMUSG00000115152",0,0
"ENSMUSG00000115153",0,0
"ENSMUSG00000115154",1,6
"ENSMUSG00000115155",0,0
"ENSMUSG00000115156",0,0
"ENSMUSG00000115157",15,17
