"Gene_ID","GSM7329492","GSM7329493","GSM7329494","GSM7329495","GSM7329500","GSM7329501","GSM7329502","GSM7329506","GSM7329507","GSM7329508"
"Gm29154",0,0,0,1,1,0,0,2,0,0
"Gm29155",20,17,4,9,8,8,9,9,12,15
"Gm29156",13,12,12,24,10,9,17,11,13,18
"Gm29157",0,8,0,9,1,1,0,5,10,5
"Gm29158",0,0,0,0,0,0,0,0,0,0
"Gm29159",0,0,0,0,0,0,0,0,0,0
"Gm2916",0,0,0,0,0,0,0,0,0,0
"Gm29160",0,0,0,0,0,0,0,0,0,0
"Gm29161",0,0,0,0,0,0,0,0,0,0
"Gm29162",0,0,0,0,0,0,0,0,0,0
"Gm29163",0,1,0,0,0,0,1,0,0,0
"Gm29164",0,0,0,0,0,0,0,0,0,0
"Gm29165",0,0,0,0,0,0,0,0,0,0
"Gm29166",0,0,0,0,0,0,0,0,0,0
"Gm29167",0,0,0,0,0,0,0,0,0,0
"Gm29168",0,0,0,0,0,0,0,0,0,0
"Gm29169",0,0,0,0,0,0,0,0,0,0
"Gm29170",449,400,474,889,345,374,448,442,448,585
"Gm29171",0,0,0,0,0,0,0,0,0,0
"Gm29172",0,0,0,0,0,0,0,0,0,0
"Gm29173",0,0,0,0,0,0,0,0,0,0
"Gm29174",0,0,0,0,0,0,0,0,0,0
"Gm29175",0,0,0,0,0,0,0,0,0,0
"Gm29176",0,0,0,0,0,0,0,0,0,0
"Gm29177",0,0,0,0,0,0,0,0,0,0
"Gm29178",0,0,0,0,0,0,0,0,0,0
"Gm29179",0,0,0,0,0,0,0,0,0,0
"Gm29180",0,0,0,0,0,0,0,0,0,0
"Gm29181",0,0,0,0,0,0,0,0,0,0
"Gm29182",0,0,0,0,0,0,0,0,0,0
"Gm29183",1,0,0,1,0,0,1,0,0,2
"Gm29184",0,0,0,0,0,0,0,0,0,0
"Gm29185",0,0,0,0,0,0,0,0,0,0
"Gm29186",0,0,0,0,0,0,0,0,0,0
"Gm29187",0,0,1,0,0,2,0,0,2,0
"Gm29188",0,0,0,0,0,0,0,0,0,0
"Gm29189",0,0,0,0,0,0,0,0,0,0
"Gm29190",0,0,0,0,0,0,0,0,0,0
"Gm29191",0,0,0,0,0,0,0,0,0,0
"Gm29192",0,0,0,0,0,0,0,0,0,0
"Gm29193",0,0,0,0,0,0,0,0,0,0
"Gm29194",0,0,0,0,0,0,0,0,0,0
"Gm29195",0,0,0,0,0,0,0,0,0,0
"Gm29196",0,0,0,0,0,0,0,0,0,0
"Gm29197",0,0,0,0,0,0,0,0,0,0
"Gm29198",0,0,0,0,0,0,0,0,0,0
"Gm29199",0,0,0,0,0,0,0,0,0,0
"Gm29200",0,0,0,0,0,0,0,0,0,0
"Gm29201",0,0,0,0,0,0,0,0,0,0
"Gm29202",0,0,0,0,0,0,0,0,0,0
"Gm29203",0,0,0,0,0,0,0,0,0,0
"Gm29204",0,0,0,0,0,0,0,0,0,0
"Gm29205",0,0,0,0,0,0,0,0,0,0
"Gm29206",0,0,0,0,0,0,0,0,0,0
"Gm29207",0,0,0,0,0,0,0,0,0,0
"Gm29208",0,0,0,0,0,0,0,0,0,0
"Gm29209",0,0,0,0,0,0,0,0,0,0
"Gm29210",0,0,0,0,0,0,0,0,0,0
"Gm29211",0,0,0,0,0,0,0,0,0,0
"Gm29212",0,0,0,0,0,0,0,0,0,0
"Gm29213",0,0,0,0,0,0,0,0,0,0
"Gm29214",3,1,0,1,0,0,2,0,0,0
"Gm29215",0,0,0,0,0,0,0,0,0,0
"Gm29216",3245,3487,4186,2119,2941,2436,2724,3186,2890,3921
"Gm29217",0,0,0,0,0,0,0,0,0,0
"Gm29218",0,0,0,0,0,0,0,0,0,0
"Gm29219",0,0,0,0,0,0,0,0,0,0
"Gm29220",0,0,0,0,0,0,0,0,0,0
"Gm29221",0,0,0,0,0,0,0,0,0,0
"Gm29222",0,0,0,0,0,0,0,0,0,0
"Gm29223",0,0,0,0,0,0,0,0,0,0
"Gm29224",0,0,0,0,0,0,0,0,0,0
"Gm29225",0,0,0,0,0,0,0,0,0,0
"Gm29226",0,0,0,0,0,0,0,0,0,0
"Gm29227",0,0,0,0,0,0,0,0,0,0
"Gm29228",0,0,0,0,2,0,0,0,0,0
"Gm29229",0,0,0,0,0,0,0,0,0,0
"Gm29230",0,0,0,0,0,0,0,0,0,0
"Gm29231",0,0,0,0,0,0,0,0,0,0
"Gm29232",0,0,0,0,0,0,0,0,0,0
"Gm29233",0,0,0,0,0,0,1,0,0,0
"Gm29234",0,0,0,0,0,0,0,0,0,0
"Gm29235",0,0,0,0,0,0,0,0,0,0
"Gm29236",1,0,0,3,1,1,1,0,4,2
"Gm29237",0,0,0,0,0,0,1,0,0,0
"Gm29238",0,0,0,0,0,0,0,0,0,0
"Gm29239",0,0,0,0,0,0,0,0,0,0
"Gm29240",0,0,0,0,0,0,0,0,0,1
"Gm29241",0,0,0,0,0,0,0,0,0,0
"Gm29242",0,0,0,0,0,0,0,0,0,0
"Gm29243",0,0,0,0,0,0,0,0,0,0
"Gm29244",0,0,0,0,0,0,0,0,0,0
"Gm29245",0,0,0,0,0,0,0,0,0,0
"Gm29246",2,1,0,2,1,1,1,2,5,0
"Gm29247",0,0,0,0,0,0,0,0,0,0
"Gm29248",0,0,0,0,0,0,0,0,0,0
"Gm29249",0,0,0,0,0,0,0,0,0,0
"Gm29250",0,0,0,0,0,0,0,0,0,0
"Gm29251",0,0,0,0,0,0,0,0,0,0
"Gm29252",0,0,0,0,0,0,0,0,0,0
"Gm29253",0,0,0,0,0,0,0,0,0,0
"Gm29254",0,0,2,1,0,1,2,4,4,0
"Gm29255",0,0,0,0,0,0,0,0,0,0
"Gm29256",0,0,0,0,0,0,0,0,0,0
"Gm29257",3,3,2,3,1,2,2,4,8,10
"Gm29258",0,0,0,0,0,0,0,0,0,0
"Gm29259",0,0,0,0,0,0,0,0,0,0
"Gm29260",1,0,0,0,0,0,0,0,0,0
"Gm29261",0,0,0,0,0,0,0,0,0,0
"Gm29262",0,0,0,0,0,0,0,0,0,0
"Gm29263",0,0,0,0,0,0,0,0,0,0
"Gm29264",0,1,2,0,1,2,2,0,0,0
"Gm29265",0,0,0,0,0,0,0,0,0,0
"Gm29266",0,0,0,1,0,0,0,0,2,0
"Gm29267",0,0,0,0,0,0,0,0,0,0
"Gm29268",0,0,0,0,0,0,0,0,0,0
"Gm29269",0,0,0,0,0,0,0,0,0,0
"Gm2927",0,0,0,0,0,0,0,0,0,0
"Gm29270",0,0,0,0,0,0,0,0,0,0
"Gm29271",0,0,0,0,0,0,0,0,0,0
"Gm29272",0,0,0,0,0,0,0,0,0,0
"Gm29273",0,0,0,0,0,0,0,0,0,0
"Gm29274",0,0,0,0,0,0,0,0,0,0
"Gm29275",0,0,0,0,0,0,0,0,0,0
"Gm29276",0,0,0,0,0,0,0,0,0,0
"Gm29277",0,0,0,0,0,0,0,0,0,0
"Gm29278",0,0,0,0,0,0,0,0,0,0
"Gm29279",0,0,0,0,0,0,0,0,0,0
"Gm29280",0,0,0,0,0,0,0,0,0,0
"Gm29281",0,0,0,0,0,0,0,0,0,0
"Gm29282",0,1,0,0,0,0,0,0,0,5
"Gm29283",0,0,0,0,0,0,0,0,0,0
"Gm29284",0,0,0,0,0,0,0,0,0,0
"Gm29285",0,0,0,0,0,0,0,0,0,0
"Gm29286",0,0,0,0,0,0,0,0,0,0
"Gm29288",0,0,0,0,0,0,0,0,0,0
"Gm29289",0,0,0,0,0,0,0,0,0,0
"Gm29290",0,0,0,0,0,0,0,0,0,0
"Gm29291",0,4,0,2,0,0,2,1,0,4
"Gm29292",8,7,9,10,3,3,3,3,3,10
"Gm29293",0,0,0,0,0,0,0,0,0,0
"Gm29295",0,1,0,1,0,0,0,0,0,1
"Gm29296",0,0,0,0,0,0,0,0,0,0
"Gm29297",0,0,0,0,0,0,0,0,0,0
"Gm29298",0,0,0,0,0,0,0,0,0,0
"Gm29299",0,0,0,0,0,0,0,0,0,0
"Gm2930",0,0,0,0,0,0,0,0,0,0
"Gm29300",0,0,0,0,0,0,0,0,0,0
"Gm29301",0,0,0,0,0,0,0,0,0,0
"Gm29302",0,0,0,0,0,0,0,0,0,0
"Gm29303",0,0,0,0,0,0,0,0,0,0
"Gm29304",0,0,0,0,0,0,0,0,0,0
"Gm29305",0,0,0,0,0,0,0,0,0,0
"Gm29306",0,0,0,0,0,0,0,0,0,0
"Gm29307",0,0,0,0,0,0,0,0,0,0
"Gm29308",0,0,0,0,0,0,0,0,0,0
"Gm29309",0,0,0,0,0,0,0,0,0,0
"Gm29310",0,0,0,0,0,0,0,0,0,0
"Gm29311",0,0,0,0,0,0,0,0,0,0
"Gm29312",0,0,0,0,0,0,0,0,0,0
"Gm29313",0,0,0,0,0,0,0,0,0,0
"Gm29314",0,0,0,0,0,0,0,0,0,0
"Gm29315",0,0,0,0,0,0,0,0,0,0
"Gm29316",0,0,0,0,0,0,0,0,0,0
"Gm29317",0,0,0,0,0,0,0,0,0,0
"Gm29318",0,0,0,0,0,0,0,0,0,0
"Gm29319",0,0,0,0,0,0,0,0,0,0
"Gm29320",0,0,0,0,0,0,0,0,0,0
"Gm29321",0,0,0,0,0,0,0,0,0,0
"Gm29322",0,0,0,0,1,0,0,1,2,0
"Gm29323",0,0,0,0,0,0,0,0,0,0
"Gm29324",0,0,0,0,0,0,0,0,0,0
"Gm29325",5,6,5,12,2,7,7,10,11,7
"Gm29326",0,0,0,1,2,0,0,1,0,0
"Gm29327",0,0,0,0,0,0,0,0,0,0
"Gm29328",0,0,0,0,0,0,0,0,0,0
"Gm29329",0,0,0,0,0,0,0,0,0,0
"Gm2933",0,0,0,0,0,0,0,0,0,0
"Gm29330",0,0,0,0,0,0,0,0,0,0
"Gm29331",5,1,0,0,1,2,2,3,6,4
"Gm29332",0,0,0,0,0,0,0,0,0,0
"Gm29333",0,0,0,0,0,0,0,0,0,0
"Gm29334",0,0,0,0,0,0,0,0,0,0
"Gm29335",0,0,0,0,0,0,0,0,0,0
"Gm29336",0,0,0,0,0,0,0,0,0,0
"Gm29337",0,0,0,0,0,0,0,0,0,0
"Gm29338",0,0,0,0,0,0,0,0,0,0
"Gm29339",0,0,0,0,0,0,0,0,0,0
"Gm29340",1,0,2,0,0,1,0,0,0,2
"Gm29341",0,0,0,0,0,0,0,0,0,0
"Gm29342",0,0,0,0,0,0,0,0,0,0
"Gm29343",0,0,0,0,0,0,0,0,0,0
"Gm29344",0,0,0,0,0,0,0,0,0,0
"Gm29345",0,0,0,0,0,0,0,0,0,0
"Gm29346",0,0,0,0,0,0,0,0,0,0
"Gm29347",0,0,0,0,0,0,0,0,0,0
"Gm29348",0,0,0,0,0,0,0,0,0,0
"Gm29349",0,0,0,0,0,0,0,0,0,0
"Gm29350",0,0,0,0,0,0,0,0,0,0
"Gm29351",0,0,0,0,0,0,0,0,0,0
"Gm29352",0,0,0,0,0,0,0,0,0,0
"Gm29353",0,0,0,0,0,0,0,0,0,0
"Gm29354",0,0,0,0,0,0,0,0,0,0
"Gm29355",0,0,0,0,0,0,0,0,0,0
"Gm29356",0,0,0,0,0,0,0,0,0,0
"Gm29357",0,0,0,0,0,0,0,0,0,0
"Gm29358",5,4,7,9,6,1,0,1,4,1
"Gm29359",0,0,0,0,0,0,0,0,0,0
"Gm29360",0,0,0,0,0,0,0,0,0,0
"Gm29361",0,0,4,3,1,0,2,1,1,2
"Gm29362",0,0,0,0,0,0,0,0,0,0
"Gm29363",0,0,0,0,0,0,0,0,0,0
"Gm29364",0,0,0,0,0,0,0,0,0,0
"Gm29365",0,0,0,0,0,0,0,0,0,0
"Gm29366",0,0,0,0,0,0,0,0,0,0
"Gm29367",29,30,32,46,18,22,26,29,31,55
"Gm29368",0,0,0,0,0,0,0,0,0,0
"Gm29369",0,0,0,0,0,0,0,0,0,0
"Gm29370",0,0,0,0,0,0,0,0,0,0
"Gm29371",0,0,0,0,0,3,1,0,0,0
"Gm29372",0,0,0,0,0,0,0,0,0,0
"Gm29373",0,0,0,0,0,0,0,0,0,0
"Gm29374",1,0,0,0,1,0,0,0,0,0
"Gm29375",0,0,0,1,0,0,0,0,1,0
"Gm29376",0,1,1,0,0,1,0,0,0,0
"Gm29377",0,0,0,0,0,0,0,0,0,0
"Gm29378",0,0,0,0,0,0,0,0,0,0
"Gm29379",0,0,0,0,0,0,0,0,0,0
"Gm29380",0,0,0,0,0,0,0,0,0,0
"Gm29381",0,0,0,0,0,0,0,0,0,0
"Gm29382",0,0,0,0,0,0,0,0,0,0
"Gm29383",0,0,0,0,0,0,0,0,0,0
"Gm29384",0,0,0,0,0,0,0,0,0,0
"Gm29385",0,0,0,0,0,0,0,0,0,0
"Gm29386",0,0,0,0,0,0,0,0,0,0
"Gm29387",0,0,0,0,0,0,0,0,0,0
"Gm29388",0,0,0,0,0,0,1,0,0,0
"Gm29389",0,0,0,0,0,0,0,0,0,0
"Gm29390",0,0,0,0,0,0,0,0,0,0
"Gm29391",0,0,0,0,0,0,0,0,0,0
"Gm29392",0,0,0,0,0,0,0,0,0,0
"Gm29393",0,0,0,0,0,0,0,0,0,0
"Gm29394",6,3,7,6,4,4,5,3,1,5
"Gm29395",1,1,0,0,0,0,0,0,0,2
"Gm29396",0,0,0,0,0,0,0,0,0,0
"Gm29397",1,1,1,2,0,0,0,0,1,2
"Gm29398",0,0,0,0,0,0,0,0,0,0
"Gm29399",0,0,0,0,0,0,0,0,0,0
"Gm29400",0,0,0,0,0,0,0,0,0,0
"Gm29401",0,0,0,0,0,0,0,0,0,0
"Gm29402",0,0,0,0,0,0,0,0,0,0
"Gm29403",0,0,0,0,0,0,0,0,0,0
"Gm29404",0,0,0,0,0,0,0,0,0,0
"Gm29405",0,0,0,0,0,0,0,0,0,0
"Gm29406",0,0,0,0,0,0,0,0,0,0
"Gm29407",0,0,0,0,0,0,0,0,0,0
"Gm29408",0,0,0,0,0,0,0,0,0,0
"Gm29409",0,0,0,0,0,0,0,0,0,0
"Gm29410",0,0,0,0,0,0,0,0,0,0
"Gm29411",0,0,0,0,0,0,0,0,0,0
"Gm29412",0,0,0,0,0,0,0,0,0,0
"Gm29413",0,0,0,0,0,0,0,0,0,0
"Gm29414",0,0,0,0,0,0,0,0,0,0
"Gm29415",0,0,0,0,0,0,0,0,0,0
"Gm29416",0,0,0,0,0,0,0,0,0,0
"Gm29417",2,11,4,11,1,6,6,4,6,8
"Gm29418",0,0,0,1,0,0,0,0,0,0
"Gm29420",0,0,0,0,0,0,0,0,0,0
"Gm29421",0,0,0,0,0,0,0,0,0,0
"Gm29422",0,0,0,0,0,0,0,0,0,0
"Gm29423",0,0,0,0,0,0,0,0,0,0
"Gm29424",0,0,0,0,0,0,0,0,0,0
"Gm29425",0,0,0,0,0,0,0,0,0,0
"Gm29426",0,0,0,0,0,0,0,0,0,0
"Gm29427",0,0,2,1,1,0,1,0,2,1
"Gm29428",0,0,0,0,0,0,2,0,0,0
"Gm29429",0,0,0,0,0,0,0,0,0,0
"Gm29430",0,0,0,0,0,0,0,0,0,0
"Gm29431",0,0,0,0,0,0,0,0,0,0
"Gm29432",0,0,0,0,0,0,0,0,0,0
"Gm29433",0,0,0,0,0,0,0,0,0,0
"Gm29434",0,0,0,1,0,0,0,0,0,1
"Gm29435",0,0,0,0,0,0,0,0,0,0
"Gm29436",0,0,0,0,0,0,0,0,0,0
"Gm29437",0,0,0,0,0,0,0,0,0,0
"Gm29438",4,2,0,12,3,3,3,2,2,3
"Gm29439",0,0,0,0,0,0,0,0,0,0
"Gm29440",0,0,0,0,0,0,0,1,0,0
"Gm29441",0,0,0,0,0,0,0,0,0,0
"Gm29442",0,0,0,0,0,0,0,0,0,0
"Gm29443",23,16,15,23,18,22,21,19,31,43
"Gm29444",0,0,0,0,0,0,0,0,0,0
"Gm29445",0,0,0,0,0,0,0,0,0,0
"Gm29446",0,0,0,0,0,0,0,0,0,0
"Gm29447",0,0,0,0,0,0,0,0,0,0
"Gm29448",0,0,0,0,0,0,0,0,0,0
"Gm29449",0,0,0,0,0,0,0,0,0,0
"Gm29450",0,0,0,0,0,0,0,0,0,0
"Gm29451",0,0,0,0,0,0,0,0,0,0
"Gm29452",0,0,0,0,0,0,0,0,0,0
"Gm29453",0,0,0,0,0,0,0,0,0,0
"Gm29454",0,0,0,0,0,0,0,0,0,0
"Gm29455",1,1,0,3,3,0,1,6,3,2
"Gm29456",0,0,0,0,0,0,0,0,0,0
"Gm29457",0,0,0,0,0,0,0,0,0,0
"Gm29458",0,0,0,0,0,0,0,0,0,0
"Gm29459",0,0,0,0,0,0,0,0,0,0
"Gm29460",0,2,0,0,1,1,0,3,0,1
"Gm29461",0,0,0,0,0,1,0,0,1,1
"Gm29462",4,0,1,2,3,3,2,2,3,9
"Gm29464",0,0,0,0,0,0,0,0,0,0
"Gm29466",0,0,0,0,0,0,0,0,0,0
"Gm29467",0,0,0,0,0,0,0,0,0,0
"Gm29468",0,0,0,0,0,0,0,0,0,0
"Gm29469",0,0,0,0,0,0,0,0,0,0
"Gm29470",0,0,0,0,0,0,0,0,0,0
"Gm29471",0,0,0,0,0,0,0,0,0,0
"Gm29472",0,0,0,0,0,0,0,0,0,0
"Gm29473",0,0,0,0,0,0,0,0,0,0
"Gm29474",0,0,0,0,0,0,0,0,0,0
"Gm29475",0,0,0,0,0,0,0,0,0,0
"Gm29476",0,0,0,0,0,0,0,0,0,0
"Gm29477",0,0,0,0,0,0,0,0,0,0
"Gm29478",16,16,15,36,11,12,10,22,17,31
"Gm29479",0,0,0,0,0,0,0,0,0,0
"Gm29480",2,0,4,1,4,0,1,0,3,0
"Gm29481",0,0,0,0,0,0,0,0,0,0
"Gm29482",0,0,0,0,0,0,0,0,0,0
"Gm29483",5,3,2,1,0,8,4,1,2,9
"Gm29484",0,0,0,0,0,0,0,0,0,0
"Gm29485",4,3,6,8,2,3,2,2,2,7
"Gm29486",0,0,0,0,0,0,0,0,0,0
"Gm29487",0,0,0,0,0,0,0,0,0,0
"Gm29488",5,0,0,11,3,1,2,2,2,8
"Gm29489",0,0,0,0,0,0,0,0,0,0
"Gm29490",0,0,0,0,0,0,0,0,1,0
"Gm29491",4,2,0,9,0,2,1,0,4,2
"Gm29492",0,0,0,0,0,0,0,0,0,0
"Gm29495",0,0,0,0,0,0,0,0,0,0
"Gm29496",0,0,0,0,0,0,0,0,0,0
"Gm29497",0,0,0,0,0,0,0,0,0,0
"Gm29498",0,0,0,0,0,0,0,0,0,0
"Gm29499",0,0,0,0,0,0,0,0,0,0
"Gm2950",0,0,0,0,0,0,0,0,0,0
"Gm29500",0,0,0,0,0,0,0,0,0,0
"Gm29501",0,0,0,0,0,0,0,0,0,0
"Gm29502",0,4,1,1,2,5,6,1,10,3
"Gm29503",0,0,0,0,0,0,0,0,0,0
"Gm29504",0,0,0,0,0,0,0,0,0,0
"Gm29505",0,0,0,0,0,0,0,0,0,0
"Gm29506",0,0,0,0,0,0,0,0,0,0
"Gm29507",0,0,0,0,0,0,0,0,0,0
"Gm29508",5,3,7,7,8,4,7,5,12,5
"Gm29509",0,0,0,0,0,0,0,0,0,0
"Gm2951",0,0,0,0,0,0,0,0,0,0
"Gm29511",0,0,0,0,0,0,0,0,0,0
"Gm29512",0,0,0,0,0,0,0,0,0,0
"Gm29513",0,0,0,0,0,0,0,0,0,0
"Gm29514",81,70,69,145,36,52,66,58,63,91
"Gm29515",1,0,1,0,0,1,0,0,0,0
"Gm29516",0,0,0,0,0,0,0,0,0,0
"Gm29517",0,0,0,0,0,0,0,0,0,0
"Gm29518",0,0,0,0,0,0,0,0,0,0
"Gm29519",0,0,0,0,0,0,0,0,0,0
"Gm29520",0,0,0,0,0,0,0,0,0,0
"Gm29521",14,18,20,42,11,13,11,15,20,28
"Gm29522",0,0,0,0,0,0,0,0,0,0
"Gm29523",0,0,0,0,0,0,0,0,0,0
"Gm29524",0,0,0,0,0,0,0,0,0,0
"Gm29525",0,0,0,0,0,0,0,0,0,0
"Gm29526",0,0,0,0,0,0,0,0,0,0
"Gm29527",0,0,0,0,0,0,0,0,0,0
"Gm29528",0,0,0,0,0,0,0,0,0,0
"Gm29529",2,9,7,7,2,3,3,20,15,17
"Gm29530",0,0,0,0,1,0,1,0,5,2
"Gm29531",0,0,0,0,0,0,0,0,0,0
"Gm29532",0,0,0,0,0,0,0,0,0,0
"Gm29533",0,0,0,0,0,0,0,0,0,0
"Gm29534",0,0,0,0,0,0,0,0,0,0
"Gm29535",0,0,0,0,0,0,0,0,0,0
"Gm29536",1,0,0,0,0,0,0,0,0,0
"Gm29537",0,0,0,0,0,0,0,0,0,0
"Gm29538",2,1,1,14,0,0,0,2,10,0
"Gm29539",0,1,0,0,0,0,0,0,0,0
"Gm29540",0,0,0,0,0,0,0,0,0,0
"Gm29541",0,0,0,0,0,0,0,0,0,0
"Gm29542",3,3,2,1,4,2,1,9,4,19
"Gm29543",1,0,9,7,1,2,3,0,7,2
"Gm29544",0,0,0,0,0,0,0,0,0,0
"Gm29545",0,0,0,0,0,0,0,0,0,0
"Gm29546",0,0,0,0,0,0,0,0,0,0
"Gm29547",0,0,0,0,0,0,0,0,0,0
"Gm29548",0,0,0,0,0,0,0,0,0,0
"Gm29549",0,0,0,0,0,0,0,0,0,0
"Gm29550",0,0,0,0,0,0,0,0,0,0
"Gm29551",0,0,0,0,0,0,0,0,0,0
"Gm29552",0,0,0,0,0,0,0,0,0,0
"Gm29553",0,0,0,0,0,0,0,0,0,0
"Gm29554",0,0,0,0,0,0,0,0,0,0
"Gm29555",0,0,0,0,0,0,0,0,0,0
"Gm29556",0,0,0,0,0,0,0,0,0,0
"Gm29557",0,0,0,0,0,0,0,0,0,0
"Gm29558",0,0,0,0,0,0,0,0,0,0
"Gm29559",0,0,0,0,0,0,0,0,0,0
"Gm2956",0,0,1,0,0,0,0,0,0,0
"Gm29560",1,2,0,0,0,0,0,4,0,2
"Gm29561",0,0,0,0,0,0,0,0,0,0
"Gm29562",3,2,0,4,2,2,2,5,5,3
"Gm29563",0,0,0,0,0,0,0,0,0,0
"Gm29564",0,0,0,0,0,0,0,0,0,0
"Gm29565",0,0,0,0,0,0,0,0,0,0
"Gm29566",0,0,0,0,0,0,0,0,0,0
"Gm29567",0,0,0,0,0,0,0,0,0,0
"Gm29568",0,0,0,0,0,0,0,0,0,0
"Gm29569",0,0,0,0,0,0,0,0,0,0
"Gm29570",0,0,0,3,0,0,1,0,1,0
"Gm29571",0,0,0,0,0,0,0,0,0,0
"Gm29572",0,0,0,0,0,0,0,0,0,0
"Gm29573",0,0,0,0,0,0,0,0,0,0
"Gm29574",0,0,0,0,0,0,0,0,0,0
"Gm29575",0,0,0,0,0,0,0,0,0,0
"Gm29576",0,0,0,0,0,0,0,0,0,0
"Gm29577",0,0,0,0,0,0,0,0,0,0
"Gm29578",0,0,0,0,0,0,0,0,0,0
"Gm29579",0,0,0,0,0,0,0,0,0,0
"Gm29580",0,0,0,0,0,0,0,0,0,0
"Gm29581",0,0,0,0,0,0,0,0,0,0
"Gm29582",0,0,0,0,0,0,0,0,0,0
"Gm29584",0,0,0,0,0,0,0,0,0,0
"Gm29585",4,3,3,2,5,1,1,8,4,5
"Gm29586",0,0,0,0,0,0,0,0,0,0
"Gm29587",0,0,0,0,0,0,0,0,1,1
"Gm29588",0,0,0,0,0,0,0,0,0,0
"Gm29589",0,0,0,0,0,0,0,0,0,0
"Gm2959",0,0,0,0,0,0,0,0,0,0
"Gm29590",0,0,0,1,0,0,0,0,0,0
"Gm29591",0,0,0,0,0,0,0,0,0,0
"Gm29592",0,0,0,0,0,0,0,0,0,0
"Gm29593",0,0,0,0,1,0,0,0,1,0
"Gm29594",0,0,0,0,0,0,0,0,0,0
"Gm29595",15,11,11,29,11,15,9,13,14,34
"Gm29596",3,3,0,3,1,0,1,0,2,3
"Gm29597",0,0,0,0,0,0,0,0,0,0
"Gm29598",0,0,0,0,0,0,0,0,0,0
"Gm29599",0,0,0,0,0,0,0,0,0,0
"Gm29600",0,0,0,0,0,0,0,0,0,0
"Gm29601",0,0,0,0,0,0,0,0,0,0
"Gm29602",0,0,0,0,0,0,0,0,0,0
"Gm29603",0,0,0,0,0,0,0,0,0,0
"Gm29604",0,0,0,0,0,0,0,0,0,0
"Gm29605",0,0,0,0,0,0,0,0,0,0
"Gm29606",0,0,0,0,0,0,0,0,0,0
"Gm29607",0,0,0,0,0,0,0,0,0,0
"Gm29608",0,0,0,0,0,0,0,0,0,0
"Gm29609",12,24,13,28,11,10,9,10,12,16
"Gm29610",0,0,0,0,0,0,0,0,0,0
"Gm29611",0,0,0,0,0,0,0,0,0,0
"Gm29612",0,0,0,0,0,0,0,0,0,0
"Gm29613",0,0,0,0,0,0,0,0,0,0
"Gm29614",0,0,0,0,0,0,0,0,0,0
"Gm29615",0,0,0,0,0,0,0,0,0,0
"Gm29616",0,0,0,0,0,0,0,0,0,0
"Gm29617",0,0,0,0,0,0,0,0,0,0
"Gm29618",0,0,0,0,0,0,0,0,0,0
"Gm2962",79,71,68,73,34,51,46,64,75,127
"Gm29622",0,0,0,0,0,0,0,0,0,0
"Gm29623",0,0,0,0,0,0,0,0,0,0
"Gm29624",0,0,0,0,0,0,0,0,0,0
"Gm29625",0,0,0,0,0,0,0,0,0,0
"Gm29626",0,0,0,0,0,0,0,0,0,0
"Gm29627",0,0,0,0,0,0,0,0,0,0
"Gm29628",0,0,0,0,0,0,0,0,0,0
"Gm29629",2,0,0,2,1,0,0,1,1,0
"Gm29630",0,0,0,0,0,0,0,0,0,0
"Gm29631",0,0,0,0,0,0,0,0,0,0
"Gm29632",0,0,0,0,0,0,0,0,0,0
"Gm29633",0,0,0,0,0,0,0,0,0,0
"Gm29634",0,0,0,0,0,0,0,0,0,0
"Gm29635",0,0,0,0,0,0,0,0,0,0
"Gm29636",0,0,0,0,0,0,0,0,0,0
"Gm29637",0,0,0,0,0,0,0,0,0,0
"Gm29638",0,0,0,0,0,0,0,0,0,0
"Gm29639",0,0,0,0,0,0,0,0,0,0
"Gm2964",0,0,0,0,0,0,0,0,0,0
"Gm29640",0,0,0,0,0,0,0,0,0,0
"Gm29641",0,0,0,0,0,0,0,0,0,0
"Gm29642",0,3,4,6,2,1,3,0,1,5
"Gm29644",0,0,0,0,0,0,0,0,0,0
"Gm29645",0,0,0,0,0,0,0,0,0,0
"Gm29646",0,0,0,0,0,0,0,0,0,0
"Gm29647",0,0,0,0,0,0,0,0,0,0
"Gm29648",0,0,0,0,0,0,0,0,0,0
"Gm29649",0,0,0,0,0,0,0,0,0,0
"Gm29650",44,49,41,96,32,20,44,12,35,47
"Gm29651",0,0,0,0,0,0,0,0,0,0
"Gm29652",0,0,0,0,0,0,0,0,0,0
"Gm29653",0,0,0,0,0,0,0,0,0,0
"Gm29654",0,0,0,0,0,0,0,0,0,0
"Gm29655",0,0,0,0,0,0,0,0,0,0
"Gm29656",0,0,0,0,0,0,0,0,0,0
"Gm29657",0,0,0,0,0,0,0,0,0,0
"Gm29658",0,0,0,0,0,0,0,0,0,0
"Gm29659",0,0,0,0,0,0,0,0,0,0
"Gm2966",0,0,0,0,0,0,0,0,0,0
"Gm29660",0,0,0,0,0,0,0,0,0,0
"Gm29661",0,0,0,0,0,0,0,0,0,0
"Gm29662",0,0,0,0,0,0,0,0,0,0
"Gm29663",0,0,0,0,0,0,0,0,0,0
"Gm29664",1,0,0,0,0,0,0,0,0,0
"Gm29665",0,0,0,0,0,0,0,0,0,0
"Gm29666",63,78,74,136,57,57,70,34,80,110
"Gm29667",1,0,0,0,0,0,2,1,0,3
"Gm29668",6,4,5,9,3,1,3,2,11,6
"Gm29669",0,0,0,0,0,0,0,0,0,0
"Gm29670",0,1,0,1,0,0,0,0,0,0
