"Gene","GSM7994873","GSM7994882"
"Myo7b",1,0
"Myo9a",1676,1876
"Myo9b",155,141
"Myoc",128,72
"Myocd",4,6
"Myod1",0,0
"Myof",31,25
"Myog",0,0
"Myom1",11,22
"Myom2",9,0
"Myom3",16,24
"Myot",0,0
"Myoz1",0,0
"Myoz2",0,2
"Myoz3",1,2
"Mypn",11,14
"Mypop",230,207
"Myrf",145,126
"Myrfl",2,0
"Myrip",172,281
"Mysm1",391,429
"Myt1",59,34
"Myt1l",4453,4530
"Myzap",4,5
"Mzb1",2,0
"Mzf1",21,22
"Mzt1",332,215
"Mzt2",153,110
"N4bp1",528,494
"N4bp2",67,43
"N4bp2l1",238,209
"N4bp2l2",688,615
"N4bp3",42,42
"N6amt1",479,436
"N6amt2",196,130
"Naa10",213,176
"Naa11",4,5
"Naa15",758,719
"Naa16",119,128
"Naa20",302,261
"Naa25",251,193
"Naa30",306,230
"Naa35",782,654
"Naa38",512,373
"Naa40",95,98
"Naa50",442,391
"Naa60",540,650
"Naaa",87,60
"Naalad2",7,2
"Naaladl1",0,0
"Nab1",319,291
"Nab2",211,219
"Nabp1",69,32
"Nabp2",202,171
"Naca",495,386
"Nacad",118,128
"Nacc1",502,567
"Nacc2",799,910
"Nadk",248,200
"Nadk2",85,66
"Nadsyn1",22,20
"Nae1",346,319
"Naf1",128,119
"Naga",23,13
"Nagk",359,289
"Naglu",35,48
"Nagpa",64,83
"Nags",1,0
"Naif1",0,5
"Naip1",10,7
"Naip2",1,5
"Naip5",4,3
"Naip6",0,1
"Naip7",0,0
"Nalcn",474,407
"Nampt",431,299
"Nanog",6,6
"Nanos1",182,183
"Nanos2",8,4
"Nanos3",15,12
"Nanp",176,211
"Nans",59,48
"Nap1l1",681,865
"Nap1l2",427,333
"Nap1l3",435,415
"Nap1l4",939,967
"Nap1l5",2342,2562
"Napa",653,815
"Napb",5972,6078
"Napepld",188,119
"Napg",1055,821
"Naprt",38,20
"Napsa",1,1
"Narf",184,154
"Narfl",428,415
"Nars",1362,1454
"Nars2",36,45
"Nasp",224,205
"Nat1",0,0
"Nat10",76,82
"Nat14",488,384
"Nat2",1,3
"Nat3",0,0
"Nat6",50,41
"Nat8",10,16
"Nat8l",1310,1640
"Nat9",68,61
"Natd1",38,55
"Nav1",1921,1498
"Nav2",331,284
"Nav3",710,1031
"Nbas",108,101
"Nbea",3482,2747
"Nbeal1",300,337
"Nbeal2",32,18
"Nbl1",276,198
"Nbn",159,147
"Nbr1",529,457
"Ncald",4688,7268
"Ncam1",8046,6312
"Ncam2",707,766
"Ncan",1758,2019
"Ncapd2",157,172
"Ncapd3",154,123
"Ncapg",9,14
"Ncapg2",28,21
"Ncaph",2,2
"Ncaph2",420,361
"Ncbp1",412,354
"Ncbp2",372,248
"Nccrp1",0,0
"Ncdn",11511,6175
"Nceh1",1056,1044
"Ncf1",57,38
"Ncf2",13,17
"Ncf4",2,2
"Nck1",130,143
"Nck2",291,194
"Nckap1",3587,2281
"Nckap1l",27,36
"Nckap5",116,49
"Nckap5l",31,46
"Nckipsd",261,219
"Ncl",2574,2366
"Ncln",241,233
"Ncmap",7,9
"Ncoa1",1111,782
"Ncoa2",185,138
"Ncoa3",171,226
"Ncoa4",131,82
"Ncoa5",322,262
"Ncoa6",478,583
"Ncoa7",1524,1426
"Ncor1",4919,4406
"Ncor2",670,501
"Ncr1",0,0
"Ncs1",1299,1017
"Ncstn",58,65
"Nctc1",0,0
"Ndc1",12,6
"Ndc80",1,9
"Nde1",419,310
"Ndel1",681,827
"Ndfip1",87,96
"Ndfip2",1355,1826
"Ndn",1905,1304
"Ndnf",138,71
"Ndnl2",205,90
"Ndor1",26,37
"Ndp",43,29
"Ndrg1",660,509
"Ndrg2",4950,4066
"Ndrg3",1391,1295
"Ndrg4",5468,5817
"Ndst1",852,606
"Ndst2",44,80
"Ndst3",290,287
"Ndst4",67,9
"Ndufa1",795,612
"Ndufa10",2013,1858
"Ndufa11",841,778
"Ndufa12",1232,881
"Ndufa13",1650,1265
"Ndufa2",1617,1540
"Ndufa3",1175,1081
"Ndufa4",689,581
"Ndufa4l2",17,12
"Ndufa5",2316,2168
"Ndufa6",1227,1091
"Ndufa7",691,575
"Ndufa8",921,798
"Ndufa9",357,289
"Ndufab1",59,63
"Ndufaf1",76,93
"Ndufaf2",146,124
"Ndufaf3",252,254
"Ndufaf4",487,378
"Ndufaf5",206,167
"Ndufaf6",69,57
"Ndufaf7",175,160
"Ndufb10",1053,870
"Ndufb11",649,472
"Ndufb2",481,355
"Ndufb3",1545,1295
"Ndufb4",641,448
"Ndufb5",1366,1235
"Ndufb6",421,309
"Ndufb7",638,508
"Ndufb8",1948,1775
"Ndufb9",1778,1618
"Ndufc1",1137,996
"Ndufc2",1469,1280
"Ndufs1",891,796
"Ndufs2",722,699
"Ndufs3",483,449
"Ndufs4",644,631
"Ndufs5",597,417
"Ndufs6",596,575
"Ndufs7",595,460
"Ndufs8",443,398
"Ndufv1",1471,1319
"Ndufv2",1467,1169
"Ndufv3",936,958
"Neat1",883,1185
"Neb",48,35
"Nebl",58,33
"Necab1",446,698
"Necab2",263,101
"Necab3",53,239
"Necap1",794,673
"Necap2",117,149
"Nedd1",11,8
"Nedd4",2100,1721
"Nedd4l",1781,1504
"Nedd8",2006,1934
"Nedd9",76,69
"Nefh",754,786
"Nefl",3658,2985
"Nefm",2393,2970
"Negr1",1166,1411
"Neil1",1,3
"Neil2",23,36
"Neil3",3,0
"Nek1",577,517
"Nek10",5,2
"Nek11",5,4
"Nek2",5,1
"Nek3",19,24
"Nek4",320,339
"Nek5",3,5
"Nek6",205,129
"Nek7",125,139
"Nek8",14,9
"Nek9",223,228
"Nelfa",223,226
"Nelfb",231,208
"Nelfcd",364,435
"Nelfe",92,100
"Nell1",134,138
"Nell1os",0,0
"Nell2",5213,3368
"Nemf",900,867
"Nenf",316,295
"Neo1",545,535
"Nepn",0,0
"Nes",61,56
"Nespas",1,0
"Net1",126,142
"Neto1",750,548
"Neto2",312,441
"Neu1",392,330
"Neu2",3,23
"Neu3",8,6
"Neu4",63,42
"Neurl1a",1309,1243
"Neurl1b",2458,3104
"Neurl2",17,15
"Neurl3",0,1
"Neurl4",414,370
"Neurod1",474,204
"Neurod2",4771,2485
"Neurod4",2,3
"Neurod6",2664,1048
"Neurog1",0,0
"Neurog2",7,3
"Neurog3",0,2
"Nexn",75,240
"Nf1",306,301
"Nf2",653,519
"Nfam1",16,10
"Nfasc",1698,2013
"Nfat5",573,497
"Nfatc1",25,35
"Nfatc2",84,32
"Nfatc2ip",44,34
"Nfatc3",173,220
"Nfatc4",9,11
"Nfe2",0,3
"Nfe2l1",1210,1202
"Nfe2l2",113,103
"Nfe2l3",19,35
"Nfia",3256,2494
"Nfib",5259,2979
"Nfic",1280,1884
"Nfil3",55,50
"Nfix",4976,4712
"Nfkb1",27,25
"Nfkb2",3498,2869
"Nfkbia",814,937
"Nfkbib",573,854
"Nfkbid",21,10
"Nfkbie",7,23
"Nfkbil1",82,83
"Nfkbiz",44,22
"Nfrkb",123,107
"Nfs1",150,125
"Nfu1",210,209
"Nfx1",872,869
"Nfxl1",48,27
"Nfya",56,39
"Nfyb",846,1019
"Nfyc",169,172
"Ngb",15,37
"Ngdn",245,187
"Ngef",488,1530
"Ngf",27,10
"Ngfr",22,3
"Ngfrap1",2843,2463
"Ngly1",70,77
"Ngp",0,0
"Ngrn",258,208
"Nhej1",11,7
"Nhlh1",4,4
"Nhlh2",47,0
"Nhlrc1",105,103
"Nhlrc2",127,174
"Nhlrc3",0,1
"Nhlrc4",2,2
"Nhp2",191,129
"Nhp2l1",366,341
"Nhs",2,7
"Nhsl1",256,91
"Nhsl2",513,474
"Nicn1",774,764
"Nid1",28,32
"Nid2",20,16
"Nif3l1",118,88
"Nifk",418,293
"Nim1k",251,276
"Nin",327,323
"Ninj1",97,65
"Ninj2",31,15
"Ninl",90,117
"Nip7",159,154
"Nipa1",99,68
"Nipa2",160,125
"Nipal1",0,0
"Nipal2",27,43
"Nipal3",271,310
"Nipal4",4,12
"Nipbl",1710,1525
"Nipsnap1",648,620
"Nipsnap3a",0,0
"Nipsnap3b",65,36
"Nisch",1416,979
"Nit1",185,137
"Nit2",116,98
"Nkain1",309,239
"Nkain2",128,150
"Nkain3",171,41
"Nkain4",86,97
"Nkap",204,180
"Nkapl",16,13
"Nkd1",96,128
"Nkd2",171,42
"Nkg7",0,0
"Nkiras1",1095,1030
"Nkiras2",45,40
"Nkpd1",0,1
"Nkrf",113,99
"Nktr",1503,1302
"Nkx1-1",0,0
"Nkx1-2",0,0
"Nkx2-1",2,2
"Nkx2-2",17,16
"Nkx2-2os",0,8
"Nkx2-3",0,0
"Nkx2-4",0,0
"Nkx2-5",0,0
"Nkx2-6",0,0
"Nkx2-9",0,6
"Nkx3-1",1,4
"Nkx3-2",0,0
"Nkx6-1",2,1
"Nkx6-2",338,459
"Nkx6-3",2,0
"Nle1",54,32
"Nlgn1",1169,971
"Nlgn2",1026,1046
"Nlgn3",42,36
"Nlk",880,2284
"Nln",80,104
"Nlrc3",1,0
"Nlrc4",3,9
"Nlrc5",0,3
"Nlrp10",0,0
"Nlrp12",1,1
"Nlrp14",0,0
"Nlrp1a",4,3
"Nlrp1b",0,2
"Nlrp1c-ps",0,0
"Nlrp2",0,0
"Nlrp3",1,4
"Nlrp4a",1,0
"Nlrp4b",0,0
"Nlrp4c",0,0
"Nlrp4e",1,0
"Nlrp4f",0,0
"Nlrp4g",1,0
"Nlrp5",0,0
"Nlrp5-ps",0,1
"Nlrp6",3,9
"Nlrp9a",0,0
"Nlrp9b",0,0
"Nlrp9c",0,0
"Nlrx1",26,17
"Nmb",176,147
"Nmbr",10,2
"Nmd3",129,89
"Nme1",1420,1324
"Nme2",683,636
"Nme3",302,249
"Nme4",31,16
"Nme5",47,38
"Nme6",14,9
"Nme7",13383,10989
"Nme8",0,0
"Nme9",0,0
"Nmi",27,24
"Nmnat1",6,7
"Nmnat2",1268,1446
"Nmnat3",7,12
"Nmral1",72,70
"Nmrk1",18,8
"Nmrk2",0,0
"Nms",0,0
"Nmt1",1023,803
"Nmt2",777,644
"Nmu",0,2
"Nmur1",0,0
"Nmur2",0,1
"Nnat",4261,821
"Nnmt",13,8
"Nnt",346,335
"Noa1",92,39
"Nob1",103,60
"Nobox",0,0
"Noc2l",414,350
"Noc3l",144,142
"Noc4l",104,80
"Nod1",21,25
"Nod2",0,2
"Nodal",3,6
"Nog",61,52
"Nol10",202,251
"Nol11",296,256
"Nol12",165,122
"Nol3",296,270
"Nol4",690,705
"Nol4l",287,224
"Nol6",385,325
"Nol7",486,436
"Nol8",449,281
"Nol9",136,124
"Nolc1",707,615
"Nom1",238,207
"Nomo1",499,489
"Nono",434,451
"Nop10",768,615
"Nop14",254,253
"Nop16",198,184
"Nop2",159,138
"Nop56",716,506
"Nop58",625,422
"Nop9",107,69
"Nos1",932,267
"Nos1ap",1436,1745
"Nos2",0,1
"Nos3",50,60
"Nosip",219,186
"Nostrin",39,46
"Notch1",200,150
"Notch2",128,57
"Notch3",39,45
"Notch4",21,21
"Noto",0,0
"Notum",12,22
"Nov",331,208
"Nova1",278,392
"Nova2",811,790
"Nox1",800,996
"Nox3",0,0
"Nox4",0,0
"Noxa1",0,0
"Noxo1",34,24
"Noxred1",12,6
"Npas1",33,22
"Npas2",88,119
"Npas3",298,189
"Npas4",35,56
"Npat",282,317
"Npb",1,0
"Npbwr1",6,7
"Npc1",643,611
"Npc1l1",1,6
"Npc2",601,575
"Npcd",5428,4663
"Npdc1",1070,764
"Npepl1",45,32
"Npepps",1887,1679
"Npff",21,10
"Npffr1",6,1
"Npffr2",0,0
"Nphp1",101,77
"Nphp3",33,26
"Nphp4",37,25
"Nphs1",4,6
"Nphs1os",0,0
"Nphs2",0,0
"Npl",7,1
"Nploc4",202,162
"Npm1",928,668
"Npm2",2,5
"Npm3",57,21
"Npm3-ps1",47,19
"Npnt",132,194
"Nppa",7,5
"Nppb",0,1
"Nppc",27,57
"Npr1",9,16
"Npr2",394,352
"Npr3",242,156
"Nprl2",202,208
"Nprl3",204,221
"Nps",0,0
"Npsr1",6,5
"Nptn",3244,3342
"Nptx1",2826,1705
"Nptx2",90,217
"Nptxr",5428,4664
"Npvf",0,0
"Npw",8,0
"Npy",786,1412
"Npy1r",122,124
"Npy2r",388,23
"Npy4r",0,0
"Npy5r",26,11
"Npy6r",0,0
"Nqo1",12,9
"Nqo2",70,58
"Nr0b1",0,1
"Nr0b2",0,0
"Nr1d1",485,641
"Nr1d2",492,708
"Nr1h2",167,180
"Nr1h3",15,21
"Nr1h4",1,1
"Nr1h5",0,0
"Nr1i2",1,0
"Nr1i3",7,3
"Nr2c1",41,41
"Nr2c2",1640,1929
"Nr2c2ap",175,150
"Nr2e1",71,61
"Nr2e3",0,0
"Nr2f1",1878,2131
"Nr2f2",2154,579
"Nr2f6",143,73
"Nr3c1",648,793
"Nr3c2",54,14
"Nr4a1",232,581
"Nr4a2",1536,1332
"Nr4a3",539,230
"Nr5a1",0,0
"Nr5a2",5,3
"Nr6a1",71,113
"Nradd",26,17
"Nrap",2,4
"Nrarp",124,94
"Nras",336,463
"Nrbf2",123,68
"Nrbp1",487,402
"Nrbp2",605,586
"Nrcam",3092,2629
"Nrd1",1055,1144
"Nrde2",146,128
"Nrep",432,730
"Nrf1",121,73
"Nrg1",6,15
"Nrg2",63,43
"Nrg3",129,178
"Nrg3os",15,11
"Nrg4",5,5
"Nrgn",35906,48080
"Nrip1",169,172
"Nrip2",156,77
"Nrip3",4276,1680
"Nrk",0,0
"Nrl",22,0
"Nrm",8,12
"Nrn1",1316,1107
"Nrn1l",2,9
"Nron",0,2
"Nrp",22,22
"Nrp1",2047,675
"Nrp2",505,143
"Nrros",59,56
"Nrsn1",2070,3337
"Nrsn2",549,357
"Nrtn",20,45
"Nrxn1",8142,8318
"Nrxn2",12548,13815
"Nrxn3",6714,7141
"Nsa2",866,679
"Nsd1",1783,1675
"Nsdhl",138,160
"Nsf",7287,4674
"Nsfl1c",499,412
"Nsg1",1539,1332
"Nsg2",4589,3080
"Nsl1",1,3
"Nsmaf",196,226
"Nsmce1",69,44
"Nsmce2",152,191
"Nsmce4a",155,141
"Nsmf",2602,1238
"Nsun2",669,569
"Nsun3",7,1
"Nsun4",75,82
"Nsun5",330,273
"Nsun6",65,50
"Nsun7",141,48
"Nt5c",346,287
"Nt5c1a",0,0
"Nt5c1b",0,0
"Nt5c2",230,234
"Nt5c3",435,496
"Nt5c3b",78,95
"Nt5dc1",12,14
"Nt5dc2",120,65
"Nt5dc3",1158,528
"Nt5e",17,26
"Nt5m",224,181
"Ntan1",434,459
"Ntf3",29,3
"Ntf5",0,2
"Nthl1",8,6
"Ntm",2266,4440
"Ntmt1",81,91
"Ntn1",19,27
"Ntn3",89,63
"Ntn4",0,0
"Ntn5",76,68
"Ntng1",687,320
"Ntng2",1,1
"Ntpcr",107,137
"Ntrk1",0,0
"Ntrk2",3644,4483
"Ntrk3",1513,1020
"Nts",82,27
"Ntsr1",23,62
"Ntsr2",784,610
"Nuak1",835,1239
"Nuak2",1,1
"Nub1",690,655
"Nubp1",40,65
"Nubp2",94,63
"Nubpl",6,7
"Nucb1",232,197
"Nucb2",208,179
"Nucks1",6128,5280
"Nudc",589,522
"Nudcd1",140,104
"Nudcd2",148,158
"Nudcd3",977,992
"Nudt1",46,29
"Nudt10",158,122
"Nudt11",372,268
"Nudt12",0,0
"Nudt13",135,140
"Nudt14",35,50
"Nudt15",2,3
"Nudt16",152,173
"Nudt16l1",446,479
"Nudt17",137,91
"Nudt18",150,170
"Nudt19",371,328
"Nudt2",121,86
"Nudt21",68,42
"Nudt22",62,31
"Nudt3",6288,7025
"Nudt4",660,1338
"Nudt5",45,43
"Nudt6",57,48
"Nudt7",38,23
"Nudt8",30,33
"Nudt9",325,242
"Nuf2",35,10
"Nufip1",149,95
"Nufip2",1836,1659
"Nuggc",0,0
"Numa1",518,419
"Numb",81,136
"Numbl",841,633
"Nup107",98,92
"Nup133",72,73
"Nup153",160,171
"Nup155",108,77
"Nup160",23,17
"Nup188",48,62
"Nup205",63,53
"Nup210",120,117
"Nup210l",7,12
"Nup214",228,225
"Nup35",45,39
"Nup37",58,55
"Nup43",13,13
"Nup50",329,267
"Nup54",33,24
"Nup62",267,230
"Nup62-il4i1",10,9
"Nup62cl",0,0
"Nup85",219,206
"Nup88",499,401
"Nup93",136,111
"Nup98",26,36
"Nupl1",138,103
"Nupl2",35,44
"Nupr1",20,36
"Nupr1l",8,8
"Nus1",616,546
"Nusap1",29,13
"Nutf2",0,0
"Nutf2-ps1",208,162
"Nutm1",2,2
"Nutm2",0,0
"Nvl",302,230
"Nwd1",269,228
"Nwd2",484,630
"Nxf1",374,374
"Nxf2",1,1
"Nxf3",0,2
"Nxf7",0,0
"Nxn",78,73
"Nxnl1",1,3
"Nxnl2",0,1
"Nxpe2",5,9
"Nxpe3",214,175
"Nxpe4",42,39
"Nxpe5",0,0
"Nxph1",51,51
"Nxph2",16,21
"Nxph3",105,217
"Nxph4",3,22
"Nxt1",39,28
"Nxt2",232,194
"Nyap1",78,97
"Nyap2",47,132
"Nynrin",35,26
"Nyx",4,3
"Oacyl",17,25
"Oaf",82,71
"Oard1",43,30
"Oas1a",1,1
"Oas1b",0,3
"Oas1c",3,8
"Oas1d",0,0
"Oas1e",0,0
"Oas1f",0,0
"Oas1g",4,1
"Oas1h",0,0
"Oas2",0,0
"Oas3",0,4
"Oasl1",0,2
"Oasl2",12,11
"Oat",300,259
"Oaz1",0,2
"Oaz1-ps",886,750
"Oaz2",1167,1132
"Oaz3",9,3
"Obfc1",40,24
"Obox1",0,0
"Obox2",0,0
"Obox3",0,0
"Obox5",0,0
"Obox6",0,0
"Obox7",0,0
"Obp1a",0,0
"Obp2a",0,0
"Obp2b",2,2
"Obscn",16,4
"Obsl1",21,13
"Oc90",0,1
"Oca2",1,2
"Ocel1",17,17
"Ociad1",2393,1756
"Ociad2",1509,875
"Ocln",22,11
"Ocm",0,5
"Ocrl",492,454
"Ocstamp",0,0
"Odam",0,0
"Odc1",129,113
"Odf1",1,0
"Odf2",602,513
"Odf2l",80,59
"Odf3",2,0
"Odf3b",6,6
"Odf3l1",0,0
"Odf3l2",5,2
"Odf4",1,4
"Ofcc1",0,0
"Ofd1",142,135
"Ogdh",1170,1124
"Ogdhl",1,0
"Ogfod1",562,563
"Ogfod2",300,315
"Ogfod3",45,29
"Ogfr",177,131
"Ogfrl1",3423,2312
"Ogg1",438,715
"Ogn",35,21
"Ogt",1352,1422
"Oip5",13,4
"Oit1",0,0
"Oit3",2,0
"Ola1",1700,1361
"Olah",1,2
"Olfm1",11623,10468
"Olfm2",0,4
"Olfm3",186,266
"Olfm4",1,1
"Olfml1",50,43
"Olfml2a",0,0
"Olfml2b",356,52
"Olfml3",73,65
"Olfr1",0,0
"Olfr10",0,0
"Olfr100",0,0
"Olfr1000",0,0
"Olfr1002",0,0
"Olfr1006",0,0
"Olfr1008",0,0
"Olfr1009",0,0
"Olfr101",0,0
"Olfr1010",0,0
"Olfr1012",0,0
"Olfr1013",0,0
"Olfr1014",0,0
"Olfr1015",0,0
"Olfr1016",0,0
"Olfr1018",0,0
"Olfr1019",0,0
"Olfr102",0,0
"Olfr1020",0,0
"Olfr1022",0,0
"Olfr1023",0,0
"Olfr1024",0,0
"Olfr1026",0,0
"Olfr1028",0,0
"Olfr1029",0,0
"Olfr103",0,0
"Olfr1030",0,0
"Olfr1031",0,0
"Olfr1032",0,0
"Olfr1033",0,0
"Olfr1034",0,0
"Olfr1036",0,0
"Olfr1037",0,0
"Olfr1038-ps",0,0
"Olfr1039",0,0
"Olfr1040",0,0
"Olfr1042",0,0
"Olfr1043",0,0
"Olfr1044",0,0
"Olfr1045",0,0
"Olfr1046",0,0
"Olfr1047",0,0
"Olfr1048",0,0
"Olfr1049",0,0
"Olfr1051",0,0
"Olfr1052",0,0
"Olfr1053",0,0
"Olfr1054",0,0
"Olfr1055",0,0
"Olfr1056",0,0
"Olfr1057",0,0
"Olfr1058",0,0
"Olfr1061",0,0
"Olfr1062",0,0
"Olfr1065",0,0
"Olfr1066",0,0
"Olfr107",0,0
"Olfr1076",0,0
"Olfr1077-ps1",0,0
"Olfr1079",0,0
"Olfr108",0,0
"Olfr1080",0,0
"Olfr1082",0,0
"Olfr1084",0,0
"Olfr1085",0,0
"Olfr1086",0,0
"Olfr1087",0,0
"Olfr1089",0,0
"Olfr109",0,0
"Olfr1090",0,0
"Olfr1093",0,0
"Olfr1094",0,0
"Olfr1095",0,0
"Olfr1097",0,0
"Olfr1098",0,0
"Olfr1099",0,0
"Olfr11",0,0
"Olfr110",0,0
"Olfr1100",0,0
"Olfr1101",0,0
"Olfr1102",0,0
"Olfr1104",0,0
"Olfr1105",0,0
"Olfr1106",0,0
"Olfr1107",0,0
"Olfr1109",0,0
"Olfr111",0,0
"Olfr1110",0,0
"Olfr1111",0,0
"Olfr1112",2,0
"Olfr1113",0,0
"Olfr1115",0,0
"Olfr1116",0,0
"Olfr1118",0,0
"Olfr112",0,0
"Olfr1120",0,0
"Olfr1121",0,0
"Olfr1122",0,0
"Olfr1123",0,0
"Olfr1124",0,0
"Olfr1126",0,0
"Olfr1128",0,0
"Olfr1129",0,0
"Olfr113",0,0
"Olfr1130",0,0
"Olfr1131",0,0
"Olfr1132",0,0
"Olfr1133",0,0
"Olfr1134",0,0
"Olfr1135",0,0
"Olfr1136",0,0
"Olfr1137",0,0
"Olfr1138",0,0
"Olfr114",0,0
"Olfr1140",0,0
"Olfr1141",0,0
"Olfr1143",0,0
"Olfr1145",0,0
"Olfr1148",0,0
"Olfr115",0,0
"Olfr1151",0,0
"Olfr1152",0,0
"Olfr1153",0,0
"Olfr1154",0,0
"Olfr1155",0,0
"Olfr1156",0,0
"Olfr1157",0,0
"Olfr1158",0,0
"Olfr116",0,0
"Olfr1160",0,0
"Olfr1161",0,0
"Olfr1162",0,0
"Olfr1163",0,0
"Olfr1164",0,0
"Olfr1166",0,0
"Olfr1167",0,0
"Olfr1168",0,0
"Olfr117",0,0
"Olfr1170",0,0
"Olfr1173",0,0
"Olfr1176",0,0
"Olfr1178",0,0
"Olfr1179",0,0
"Olfr118",0,0
"Olfr1180",0,0
"Olfr1181",0,0
"Olfr1182",0,0
"Olfr1183",0,0
"Olfr1184",0,0
"Olfr1186",0,0
"Olfr1188",0,0
"Olfr1189",0,0
"Olfr119",0,0
"Olfr1193",0,0
"Olfr1195",0,0
"Olfr1196",0,0
"Olfr1197",0,0
"Olfr1198",0,0
"Olfr1199",0,0
"Olfr12",0,0
"Olfr120",0,0
"Olfr1200",0,0
"Olfr1201",0,0
"Olfr1202",0,0
"Olfr1204",0,0
"Olfr1205",0,0
"Olfr1206",0,0
"Olfr1208",0,0
"Olfr1209",0,0
"Olfr121",0,0
"Olfr1211",0,0
"Olfr1212",0,0
"Olfr1213",0,0
"Olfr1214",0,0
"Olfr1215",0,0
"Olfr1216",0,0
"Olfr1217",0,0
"Olfr1218",0,0
"Olfr1219",0,0
"Olfr122",0,0
"Olfr1220",0,0
"Olfr1221",0,0
"Olfr1222",0,0
"Olfr1223",0,0
"Olfr1225",0,0
"Olfr1226",0,0
"Olfr1228",0,0
"Olfr1229",0,0
"Olfr123",0,0
"Olfr1230",0,0
"Olfr1231",0,0
"Olfr1232",0,0
"Olfr1233",0,0
"Olfr1234",0,0
"Olfr1238",0,0
"Olfr1239",0,0
"Olfr124",0,0
"Olfr1240",0,0
"Olfr1241",0,0
"Olfr1242",0,0
"Olfr1243",0,0
"Olfr1245",0,0
"Olfr1246",0,0
"Olfr1247",0,0
"Olfr1248",0,0
"Olfr1249",0,0
"Olfr125",0,0
"Olfr1250",0,0
"Olfr1251",0,0
"Olfr1252",0,0
"Olfr1253",0,0
"Olfr1254",0,0
"Olfr1255",0,0
"Olfr1256",0,0
"Olfr1257",0,0
"Olfr1258",0,0
"Olfr1259",0,0
"Olfr126",0,0
"Olfr1260",0,0
"Olfr1261",0,0
"Olfr1262",0,0
"Olfr1263",0,0
"Olfr1264",0,0
"Olfr1265",0,0
"Olfr1269",0,0
"Olfr127",0,0
"Olfr1270",0,0
"Olfr1271",0,0
"Olfr1272",0,0
"Olfr1273-ps",0,0
"Olfr1274-ps",0,0
"Olfr1275",0,0
"Olfr1276",0,0
"Olfr1277",0,0
"Olfr1278",0,0
"Olfr1279",0,0
"Olfr128",0,0
"Olfr1280",0,0
"Olfr1281",1,0
"Olfr1282",0,0
"Olfr1283",0,0
"Olfr1284",0,0
"Olfr1286",0,0
"Olfr1287",0,0
"Olfr1288",0,0
"Olfr1289",0,0
"Olfr129",0,0
"Olfr1290",0,0
"Olfr1294",0,0
"Olfr1295",0,0
"Olfr1297",0,0
"Olfr1298",0,0
"Olfr1299",0,0
"Olfr13",0,0
"Olfr130",0,0
"Olfr1300-ps1",0,0
"Olfr1301",0,0
"Olfr1302",0,0
"Olfr1303",0,0
"Olfr1305",0,0
"Olfr1306",0,0
"Olfr1307",0,0
"Olfr1308",0,0
"Olfr1309",0,0
"Olfr131",0,0
"Olfr1310",0,0
"Olfr1311",0,0
"Olfr1312",0,0
"Olfr1313",0,0
"Olfr1314",0,0
"Olfr1316",0,0
"Olfr1317",0,0
"Olfr1318",0,0
"Olfr132",0,0
"Olfr1320",0,0
"Olfr1321",0,0
"Olfr1322",0,0
"Olfr1323",0,0
"Olfr1324",0,0
"Olfr1325",0,0
"Olfr1328",0,0
"Olfr1329",0,0
"Olfr133",0,0
"Olfr1330",0,0
"Olfr1331",0,0
"Olfr1333",0,0
"Olfr1335",0,0
"Olfr1336",0,0
"Olfr1337",0,0
"Olfr1338",0,0
"Olfr1339",0,0
"Olfr134",0,0
"Olfr1340",0,0
"Olfr1341",0,0
"Olfr1342",0,0
"Olfr1344",0,0
"Olfr1346",0,0
"Olfr1347",0,0
"Olfr1348",0,0
"Olfr1349",0,0
"Olfr135",0,0
"Olfr1350",1,0
"Olfr1351",0,0
"Olfr1352",0,0
"Olfr1353",0,0
"Olfr1354",0,0
"Olfr1355",0,0
"Olfr1356",0,0
"Olfr1357",0,0
"Olfr1359",0,0
"Olfr136",0,0
"Olfr1360",0,0
"Olfr1361",0,0
"Olfr1362",0,0
"Olfr1364",0,0
"Olfr1366",0,0
"Olfr1367",0,0
"Olfr1368",0,0
"Olfr137",0,0
"Olfr1370",0,0
"Olfr1371",0,0
"Olfr1372-ps1",0,0
"Olfr1373",0,0
"Olfr1375",0,0
"Olfr1377",0,0
"Olfr1378",0,0
"Olfr138",0,0
"Olfr1380",0,0
"Olfr1381",0,0
"Olfr1382",0,0
"Olfr1383",0,0
"Olfr1384",0,0
"Olfr1385",0,0
"Olfr1386",0,0
"Olfr1387",0,0
"Olfr1388",0,0
"Olfr1389",0,0
"Olfr139",0,0
"Olfr1390",0,0
"Olfr1391",0,0
"Olfr1392",0,0
"Olfr1393",0,0
"Olfr1394",0,0
"Olfr1395",0,0
"Olfr1396",0,0
"Olfr140",0,0
"Olfr1402",0,0
"Olfr1404",0,0
"Olfr1406",0,0
"Olfr1408",0,0
"Olfr141",0,0
"Olfr1410",0,0
"Olfr1411",0,0
"Olfr1412",0,0
"Olfr1413",0,0
"Olfr1414",0,0
"Olfr1415",0,0
"Olfr1416",0,0
"Olfr1417",0,0
"Olfr1418",0,0
"Olfr1419",0,0
"Olfr142",0,0
"Olfr1420",0,1
"Olfr1423",0,0
"Olfr1424",0,0
"Olfr1425",0,0
"Olfr1426",0,0
"Olfr1427",0,0
"Olfr1428",0,0
"Olfr143",0,0
"Olfr1431",0,0
"Olfr1432",0,0
"Olfr1434",0,0
