"entrezgene_id","external_gene_name","ensembl_gene_id"
12862,"Cox6a2","ENSMUSG00000030785"
12864,"Cox6c","ENSMUSG00000014313"
17709,"mt-Co2","ENSMUSG00000064354"
12858,"Cox5a","ENSMUSG00000000088"
333182,"Cox6b2","ENSMUSG00000051811"
17710,"mt-Co3","ENSMUSG00000064358"
78174,"Cox7b2","ENSMUSG00000049387"
12865,"Cox7a1","ENSMUSG00000074218"
110323,"Cox6b1","ENSMUSG00000036751"
84682,"Cox4i2","ENSMUSG00000009876"
12861,"Cox6a1","ENSMUSG00000041697"
268756,"Gulo","ENSMUSG00000034450"
58865,"Tdh","ENSMUSG00000021953"
11950,"Atp5pb","ENSMUSG00000000563"
11951,"Atp5mc1","ENSMUSG00000006057"
11957,"Atp5pf","ENSMUSG00000022890"
11958,"Atp5me","ENSMUSG00000050856"
18195,"Nsf","ENSMUSG00000034187"
27425,"Atp5mg","ENSMUSG00000038717"
57423,"Atp5mf","ENSMUSG00000038690"
71679,"Atp5pd","ENSMUSG00000034566"
228033,"Atp5mc3","ENSMUSG00000018770"
67942,"Atp5mc2","ENSMUSG00000062683"
11946,"Atp5f1a","ENSMUSG00000025428"
11947,"Atp5f1b","ENSMUSG00000025393"
11949,"Atp5f1c","ENSMUSG00000025781"
66043,"Atp5f1d","ENSMUSG00000003072"
67126,"Atp5f1e","ENSMUSG00000016252"
68055,"Dmac2l","ENSMUSG00000054894"
28080,"Atp5po","ENSMUSG00000022956"
26464,"Vnn3","ENSMUSG00000020010"
22361,"Vnn1","ENSMUSG00000037440"
225326,"Pik3c3","ENSMUSG00000033628"
67292,"Pigc","ENSMUSG00000026698"
56176,"Pigp","ENSMUSG00000022940"
110417,"Pigh","ENSMUSG00000021120"
18700,"Piga","ENSMUSG00000031381"
14755,"Pigq","ENSMUSG00000025728"
140494,"Atp6v0a4","ENSMUSG00000038600"
114143,"Atp6v0b","ENSMUSG00000033379"
11984,"Atp6v0c","ENSMUSG00000024121"
11974,"Atp6v0e","ENSMUSG00000015575"
242341,"Atp6v0d2","ENSMUSG00000028238"
11972,"Atp6v0d1","ENSMUSG00000013160"
11975,"Atp6v0a1","ENSMUSG00000019302"
27060,"Tcirg1","ENSMUSG00000001750"
21871,"Atp6v0a2","ENSMUSG00000038023"
73834,"Atp6v1d","ENSMUSG00000021114"
66144,"Atp6v1f","ENSMUSG00000004285"
11973,"Atp6v1e1","ENSMUSG00000019210"
68775,"Atp6v1c2","ENSMUSG00000020566"
11964,"Atp6v1a","ENSMUSG00000052459"
108664,"Atp6v1h","ENSMUSG00000033793"
66290,"Atp6v1g1","ENSMUSG00000039105"
11966,"Atp6v1b2","ENSMUSG00000006273"
338375,"Atp6v1g3","ENSMUSG00000026394"
110935,"Atp6v1b1","ENSMUSG00000006269"
74915,"Atp6v1e2","ENSMUSG00000053375"
66237,"Atp6v1g2","ENSMUSG00000024403"
66335,"Atp6v1c1","ENSMUSG00000022295"
